code,yoy,mom
4111,6.55,7.6
4114,13.52,1.38
4116,14.45,12.92
4120,5.15,-0.93
4121,-9.17,-4.87
4123,28.34,19.91
4126,5.55,-22.26
4127,66.79,3.02
4128,1.78,-5.75
4129,11.52,-6.68
4130,-13.79,18.37
4131,26.86,2.29
4138,10.57,-8.13
4147,21.81,-39.77
4153,-15.98,-17.01
4160,7.48,-18.45
4161,12.8,-32.14
4162,-2.14,-84.46
4163,20.29,8.56
4166,27.56,21.76
4167,-19.38,12.11
4168,185.71,
4173,16.22,-7.71
4174,-32.81,30.7
4175,3.57,-5.52
4183,-22.56,49.98
4188,-2.99,39.79
4192,-18.62,-9.07
4198,-38.53,-35.2
4726,301.0,12.87
4728,29.7,-10.29
4735,43.69,5.33
4743,101.82,50.65
4744,-27.5,-65.85
4747,0.51,-7.15
4905,31.57,23.16
4911,-56.4,6.27
5312,13.95,-11.72
6130,-6.04,3.35
6242,-4.15,1.12
6461,43.67,-35.52
6469,-1.23,-10.69
6492,-3.61,0.0
6496,28.87,29.29
6499,3.41,2.84
6523,-8.14,-23.47
6527,-24.69,-11.18
6535,-83.36,-84.49
6547,-7.86,-11.04
6569,-8.27,-50.27
6574,27.09,7.8
6576,-11.24,29.11
6612,16.23,2.95
6615,-9.12,-12.24
6620,-88.94,-21.14
6637,-24.18,-14.45
6649,29.92,-0.29
6661,25.54,7.07
6662,-9.25,-14.95
6703,20.25,12.68
6712,26.18,21.58
6730,-5.18,4.36
6733,0.92,18.03
6762,-14.15,15.63
6767,13.94,-9.61
6785,,-100.0
6841,17.61,9.84
6844,-0.13,-3.59
6872,226.31,-92.3
6875,,-100.0
6929,-0.78,-3.55
6945,,
6986,-46.76,-56.14
7713,38.8,12.34
8279,-0.84,57.16
8403,8.59,-2.73
8409,-19.31,-47.66
8432,27.37,-0.4
8436,14.01,-0.89
2035,-2.51,23.67
2063,14.01,-0.23
2064,24.73,-6.06
2065,5.19,0.01
2073,35.96,39.15
4950,9.3,11.21
5009,-0.25,0.67
5011,-20.9,-8.35
5013,13.08,-0.31
5014,8.76,-2.25
5015,-19.89,-13.74
5016,6.05,-8.55
6248,-32.66,-6.21
8349,2.37,-4.56
8415,18.57,4.15
8930,-14.96,-12.88
9962,-8.38,95.87
1595,-24.08,-13.4
3105,48.88,5.18
3122,-0.08,-8.03
3131,-4.35,9.73
3141,9.5,16.36
3169,0.11,2.94
3178,-2.85,-19.45
3227,4.21,13.05
3228,-13.38,22.72
3259,20.6,17.59
3260,169.5,0.17
3264,27.79,2.97
3265,37.88,4.56
3268,-1.51,2.52
3317,10.81,5.99
3372,32.57,0.67
3374,25.63,3.47
3438,-14.58,28.23
3467,39.69,10.95
3527,-19.93,-24.48
3529,12.93,405.99
3555,2832.48,-32.98
3556,-1.84,-7.79
3567,14.16,-0.78
3581,47.69,-16.02
3675,19.09,6.65
3680,52.73,34.12
3707,31.0,7.69
4749,-12.39,-18.55
4923,13.67,-6.12
4951,0.44,-3.89
4973,106.09,-13.82
5236,28.05,-20.34
5272,-21.68,11.87
5274,81.59,3.53
5299,-0.3,0.83
5302,18.15,-26.89
5344,10.71,-5.33
5347,9.57,-18.5
5351,417.06,20.91
5425,2.6,2.34
5443,24.44,4.23
5468,19.06,-59.91
5483,-0.25,-9.12
5487,-3.77,-2.05
6103,9.58,-32.65
6104,-7.25,0.61
6129,28.75,-6.21
6138,13.83,1.18
6147,24.14,7.4
6182,3.0,-2.63
6187,26.13,15.49
6208,1.87,7.12
6223,52.59,7.01
6229,57.36,-4.63
6233,-8.75,5.33
6237,116.12,78.39
6261,0.18,-13.96
6291,42.11,-3.47
6411,14.39,10.41
6423,32.55,1840.7
6435,13.48,1.24
6462,12.03,-52.2
6485,-18.69,-8.74
6488,-10.13,-12.81
6494,33.37,-9.14
6510,30.21,7.32
6532,25.5,15.41
6548,24.51,4.27
6568,31.74,-18.5
6640,142.33,11.35
6643,30.73,40.44
6651,8.03,3.74
6679,15.7,0.22
6683,20.96,-1.22
6684,-15.29,-22.87
6693,85.69,5.68
6708,-19.99,11.99
6716,41.03,29.21
6720,-19.64,18.55
6732,-3.14,-1.9
6788,1.31,11.72
6823,51.37,-7.33
6829,28.16,-39.44
6895,-47.94,-10.46
6953,13.74,32.56
6996,13.29,6.25
7556,12.88,-5.63
7704,0.13,-9.48
7712,2.92,14.02
7734,58.89,34.96
7751,67.2,9.39
7770,-37.48,41.19
7772,-11.93,3.03
7810,82.68,37.99
7828,32086.88,104.16
8024,32.91,37.38
8040,26.19,-4.78
8054,47.69,-55.45
8086,49.38,3.69
8088,2.12,-48.54
8091,35.25,6.75
8102,-16.33,-40.08
8227,207.01,79.73
8277,-58.95,-0.2
8299,236.63,10.32
8383,38.31,-16.6
1569,-10.79,-28.54
3071,31.34,6.3
3088,65.88,-0.51
3211,18.6,-27.78
3213,23.87,11.23
3272,-10.58,-5.95
3287,-1.59,16.91
3323,-4.01,32.92
3325,-57.73,-1.56
3349,-60.68,-23.42
3479,9.48,-6.66
3483,3.68,-9.01
3540,-31.04,-26.71
3577,89.01,-8.94
3594,50.36,-16.27
3611,-0.63,-0.49
3625,-43.34,-50.09
3693,10.79,5.17
3709,9.09,-6.66
4931,97.38,6.99
5289,583.11,17.6
5356,-1.24,5.15
5386,405.25,-22.24
5426,23.63,42.75
5438,-56.4,13.84
5465,-52.81,3.56
5474,-11.05,28.33
5490,32.93,0.19
6121,4.39,0.62
6150,-68.96,-44.84
6160,7.23,-10.74
6161,18.38,-5.51
6188,-22.89,-27.5
6228,101.31,-53.4
6276,-60.37,1.35
6441,-55.37,35.17
6570,9.7,-10.05
6577,-0.22,-17.23
6680,36.41,-14.36
6922,26.98,-10.26
8050,3.72,16.59
8076,45.75,21.69
8234,2.4,14.75
8410,-22.94,11.03
3066,22.59,6.35
3128,-17.47,-13.96
3230,17.63,-14.46
3297,53.69,-20.42
3339,10.51,-0.77
3362,-3.88,-10.4
3434,-49.82,-53.72
3441,44.89,14.76
3455,-2.51,261.21
3490,51.01,77.02
3516,27.0,0.69
3523,197.78,90.59
3531,-28.02,-1.8
3615,-30.1,-14.83
3623,-26.92,-30.77
3630,-3.86,5.96
3666,2.09,23.73
3691,163.41,9.79
4729,11.05,19.48
4933,-6.24,-18.88
4972,24.19,47.58
4995,-7.64,-17.88
5220,32.64,-5.97
5230,-4.74,4.52
5245,-15.36,25.81
5251,38.85,-36.06
5315,-5.48,0.07
5371,16.78,-3.39
5392,2.0,5.4
6167,-24.3,-25.86
6222,6.43,-56.1
6234,1.85,-17.69
6244,19.33,9.74
6246,-10.87,47.0
6419,328.69,5.42
6498,37.27,9.79
6517,-18.66,-33.12
6556,29.48,7.06
6560,95.97,7.5
6859,-39.03,-4.49
6899,-14.22,5.12
7402,3.52,-2.12
7753,8.62,21.35
8049,10.51,20.71
8064,31.54,-23.21
8069,-12.55,-10.92
8111,-7.76,2.85
8240,-11.6,-5.57
3081,115.38,15.15
3095,45.67,40.05
3152,1.64,5.0
3163,16.5,-19.52
3221,13.64,17.61
3234,12.17,-2.73
3306,-20.75,-14.41
3363,-37.3,9.09
3466,2243.12,374.39
3491,83.99,6.16
3499,-20.18,11.62
3558,-24.58,2.95
3564,5.98,21.13
3632,-18.38,-37.42
3672,120.07,-32.44
3684,0.29,22.67
4903,44.15,-0.23
4908,5.01,-18.41
4909,43.71,-18.69
4979,7.73,-8.59
5353,18.1,-15.1
6109,18.6,9.12
6143,14.19,-0.84
6170,-1.48,-8.91
6190,39.65,9.25
6218,98.94,-1.7
6241,-9.16,-13.29
6245,31.46,-3.02
6263,13.4,7.03
6417,22.97,8.92
6465,81.01,14.6
6470,-58.73,-12.35
6486,6.58,-44.42
6530,18.13,-2.31
6546,-7.59,0.05
6561,-1.34,0.64
6588,155.81,-5.75
8034,106.45,448.5
8048,32.82,15.46
8059,228.65,-29.36
8089,17.47,14.88
8097,-34.23,8.89
8176,41.59,200.91
1336,-8.9,-4.85
1815,53.16,7.71
3078,-45.8,23.9
3114,-6.53,13.62
3115,,1.04
3191,-1.89,-13.24
3206,-7.82,13.22
3207,-9.8,-17.43
3217,-13.26,-10.52
3236,38.29,39.4
3276,42.88,-13.17
3288,68.11,-3.89
3290,69.35,2.61
3294,-10.33,9.75
3310,26.24,34.2
3322,31.77,1.78
3332,24.69,6.7
3354,52.02,22.15
3357,15.42,7.34
3388,33.25,8.08
3390,48.58,15.99
3484,-16.15,-5.66
3485,9.86,0.28
3492,-17.8,15.52
3511,-9.98,-14.07
3520,-2.64,-6.39
3526,40.32,3.77
3537,-6.08,15.28
3548,-30.18,17.91
3597,26.58,17.3
3609,1.86,-18.78
3624,20.96,-1.05
3631,38.72,-50.27
3646,16.68,16.56
3689,44.31,7.63
3710,8.73,5.06
4542,7.38,-15.17
4939,8.54,21.38
4974,13.75,4.58
5228,62.02,-15.14
5291,69.45,30.37
5309,7.64,4.59
5328,13.37,7.82
5340,9.69,0.73
5355,2.51,10.1
5439,26.15,3.99
5457,-5.68,3.74
5460,-6.52,-27.04
5464,42.49,2.82
5475,120.58,14.51
5488,93.29,15.15
5498,54.63,5.96
6114,-12.71,19.71
6124,-5.46,-1.16
6126,48.31,1.06
6127,-9.6,-4.66
6134,45.85,16.01
6156,14.94,1.78
6158,-8.59,-3.11
6173,20.36,13.04
6174,35.11,13.46
6175,15.85,8.98
6185,18.23,33.28
6194,-34.87,6.51
6203,-28.55,38.24
6204,7.09,32.42
6207,3.6,-19.56
6210,19.28,-30.18
6217,22.24,0.05
6220,12.09,34.04
6259,19.59,-17.29
6266,-9.22,5.4
6274,97.96,21.9
6275,-21.3,-13.38
6279,11.56,32.28
6284,-10.64,11.26
6290,3.67,-0.9
6292,27.61,-6.64
6418,-4.65,40.07
6432,5.4,6.87
6538,-19.42,4.8
6584,35.13,-11.01
6597,-7.97,-26.34
6642,5.03,4.39
6664,9.65,0.4
6727,51.14,-15.81
6761,-0.37,6.36
6821,-21.63,34.02
6913,25.44,26.96
6967,9.59,-18.65
7744,80.5,5.4
8038,15.3,3.05
8042,32.82,14.99
8043,26.8,-47.92
8071,14.29,12.61
8074,26.34,-2.98
8093,-57.7,29.84
8109,20.65,1.06
8121,38.36,-3.4
8147,19.53,26.93
8155,29.3,0.71
8182,14.12,3.88
8289,-5.72,3.56
8291,345.27,78.64
8358,35.8,4.65
3224,-4.02,-16.37
3232,21.43,26.28
3360,-3.72,5.31
3444,-1.8,-2.08
6113,24.16,-18.6
6118,-18.35,-12.12
6154,0.07,-13.59
6227,18.33,30.49
6265,885.82,26.67
6270,15.55,5.75
6474,1.9,-14.76
8032,44.33,-12.18
8067,-15.74,-3.78
8068,17.04,-7.44
8084,-5.27,-33.18
8096,21.35,-5.81
3147,90.07,31.37
3158,12.24,-8.6
3570,22.23,30.76
4953,32.94,2.24
5201,-39.8,-10.84
5202,-6.67,25.06
5210,11.43,-9.92
5211,27.63,-2.34
5212,20.38,-6.31
5310,-98.41,-81.25
5403,-7.77,5.54
5410,122.27,-22.97
6123,-5.96,-5.24
6140,-37.71,-11.66
6148,-66.45,-41.4
6163,-18.59,-54.99
6221,-42.11,-14.9
6231,14.5,-40.75
6240,24.7,-1.84
6516,5.99,-19.94
6590,19.91,-0.46
6593,68.05,-11.69
6697,-7.04,-4.97
6751,-39.18,-52.24
6752,-4.96,-1.8
6791,8.91,-8.16
6874,45.68,-44.85
6884,32.71,10.88
7767,33.29,26.31
7819,-23.94,-44.7
8099,14.37,-28.03
8272,23.68,12.59
8284,15.77,-2.23
8416,15.19,-18.16
1785,49.08,-6.05
3093,-25.5,293.9
3219,30.26,63.76
3285,2.33,9.34
3289,-3.8,6.11
3303,18.44,14.2
3324,40.89,-14.62
3373,26.33,32.74
3402,20.14,7.4
3465,32.93,48.47
3498,137.82,351.06
3508,-18.99,-21.73
3541,-27.93,-18.59
3552,2.58,41.23
3580,71.25,94.49
3587,22.53,0.47
3628,13.12,-2.83
3663,0.6,-37.01
4554,22.13,11.4
4577,62.57,-5.76
4760,63.09,-7.62
5452,6.5,13.18
5489,11.04,1.04
5493,11.38,-14.48
5536,15.17,-21.26
6146,9.64,0.0
6151,28.34,25.34
6512,-78.25,-67.54
6613,30.81,-33.52
6654,157.9,46.53
6667,-2.14,-29.09
6725,-14.34,-7.07
6735,74.12,-20.26
6739,100.21,10.13
6840,10.45,6.53
6855,14.99,8.76
6877,33.31,18.2
6903,297.04,-4.99
6983,-31.73,-37.76
7703,23.53,71.9
7728,-24.03,-36.35
7792,-25.86,-44.54
8047,-7.8,55.39
8085,-0.76,3.57
8092,21.14,132.4
8183,12.86,2.68
8431,-24.02,-14.16
8908,-1.21,-5.28
8917,-0.79,-5.3
8927,50.67,-14.15
8931,18.8,-3.7
2596,-70.46,7.31
2718,-93.77,11.77
3188,914.83,-55.74
3313,125.59,89.64
3489,113.51,-3.61
3512,147.8,47.17
3521,-58.7,-88.12
4113,-99.82,0.0
4416,-8.53,-98.78
4907,402.71,27.52
5206,-28.29,-71.08
5213,14.29,299.71
5324,-48.0,-13.32
5455,-99.98,-96.16
5508,42.68,-36.88
5511,4.49,-8.03
5512,-31.14,-50.28
5514,359.86,-99.59
5516,-21.37,-33.34
5520,-7.59,3.54
5523,0.26,0.0
5529,3460.34,4414.26
5547,53.64,97.09
5548,8.97,-21.44
6171,211784.84,211784.84
6186,-84.1,-90.51
6198,0.0,0.0
6212,-21.11,-5.04
6219,21424.4,-77.01
6264,539.45,316.25
8080,-67.09,7.05
8424,0.68,-3.68
2641,6.84,-3.89
2643,-17.53,37.77
5601,0.63,4.17
5603,-14.3,-15.66
5609,12.0,7.53
7716,-7.78,7.77
1259,1.96,-5.65
1268,25.42,-11.84
2719,-28.78,-18.41
2729,13.67,9.73
2732,32.15,-5.62
2734,19.88,-11.31
2736,18.41,-5.46
2740,-58.98,-14.49
2743,4.64,9.78
2745,11.52,-12.39
2751,33.53,6.32
2752,13.55,3.52
2754,4.49,-3.57
2755,18.39,-0.46
2756,-7.59,-20.08
3252,-9.61,-16.39
3522,-0.58,-50.92
4419,-2.5,-0.61
4530,230.49,236.73
5301,-44.67,-40.72
5364,-77.69,-18.71
5701,-12.71,-7.63
5703,7.71,-20.01
5704,-95.74,7.57
5905,686.37,46.09
6961,10.62,-15.84
7708,15.77,3.43
7723,-16.86,-3.7
7757,1.34,-10.35
8077,0.78,-11.03
5864,2037.17,413.15
5878,-3.85,28.55
6015,4229.15,316.16
6016,1127.28,2057.35
6020,2338.31,2391.11
6021,5212.46,329.38
6023,-15.84,-37.21
6026,461.7,2217.74
6028,46.37,-12.04
1584,-16.27,30.37
2221,17.06,7.02
3284,-18.69,-35.42
4430,11.36,10.77
4529,472.16,308.42
4541,44.68,-9.87
4556,-10.34,2.32
5209,-27.73,-3.92
5314,138.62,9.76
5345,562.43,57.75
5398,-46.7,23.91
5450,9.11,4.25
5481,-0.75,7.01
5530,26.12,-8.72
5604,4.14,1.2
6179,69.36,-17.5
6199,516.93,-65.77
6721,4.78,0.8
6881,7.89,0.37
6904,-3.02,-23.66
7777,1298.02,205.62
8342,5.85,9.32
8354,16.47,-11.43
8401,6.99,-2.17
8421,29.27,11.44
8435,9.12,-7.32
8489,57.79,-9.37
8905,18.63,3.74
8906,-22.99,-13.76
8916,-26.51,4.19
8921,7.26,1.2
8929,6.5,-5.02
8935,-9.03,-45.77
8936,9.32,-15.73
8937,1247.12,26.31
8942,-53.66,-30.41
2926,12.77,-0.61
3064,15.19,22.8
3083,2.25,-30.77
3086,-7.22,-12.8
3293,14.73,-3.19
3546,32.28,-16.84
3629,261400.0,5711.11
4806,-12.99,-49.52
4946,-39.0,2.01
5263,61.94,2.03
5478,10.74,-13.1
6101,-37.78,-83.77
6111,149.45,7.67
6144,-3.44,0.15
6169,-98.98,-57.69
6180,-15.72,2.11
6294,-15.22,3.98
6482,-49.39,-22.93
6542,14.44,-10.51
6596,1704.81,89.05
6856,0.0,19.55
7584,-7.84,11.87
8446,2.5,45.98
8450,4.54,-80.25
8923,40.87,31.17
9949,26.57,24.87
1240,11.59,-11.88
4171,4.65,-6.41
6508,-18.49,-18.46
6578,-0.95,7.05
3073,42.12,-43.97
3551,11.99,0.25
3713,62.3,-13.81
5205,-37.6,-26.0
5432,-17.69,-51.78
6624,-34.8,205.11
6692,-24.03,-8.42
6803,2.55,-8.69
6894,88.36,-19.34
6971,-6.05,-18.47
7715,16.91,30.14
7820,57.76,-0.61
7842,52.84,-6.08
8087,2881.22,8.15
8171,269.89,95.78
8390,31.87,11.21
8440,5.42,26.19
2640,9.64,2.96
2949,25.69,-12.36
3085,96.8,56.83
3687,10.87,-10.85
5278,18.23,-8.18
5287,-4.36,-1.39
5321,-22.08,4.1
6236,-19.35,-15.46
6690,14.36,-17.76
6763,9.99,-10.88
6811,24.25,-11.9
6865,-24.72,48.89
6870,81.45,5.11
6910,8.29,-12.28
6925,6.87,5.81
6997,56.57,38.26
7547,3.14,-30.85
7714,-10.09,-9.14
7738,13.86,-0.41
7747,1.96,-14.42
7805,9.99,6.57
7839,11.44,-7.05
8044,10.35,-5.61
8472,-11.84,-15.77
8477,46.88,98.87
8932,27.18,7.62
1593,18.48,19.05
5348,35.68,8.95
6804,34.24,-22.7
7811,11.17,-3.25
8924,30.06,2.5
8928,-41.74,-35.56
8933,-21.61,7.85
8938,-17.96,-16.53
9960,49.32,3.74
2230,77.86,-18.47
2916,20.34,39.43
2937,17.62,20.45
2941,-9.36,27.3
2947,7.69,-1.71
2948,-4.53,1.36
3067,-7.09,-81.64
3171,126.34,21.16
4609,37.97,191.6
4702,-21.46,28.97
5902,-17.51,-6.49
5903,9.06,0.07
5904,16.67,-2.53
6195,-3.51,-5.18
6728,-4.64,26.14
6968,13.71,-1.49
7782,6.0,-10.49
7794,14.49,10.89
8066,-13.24,28.75
8433,34.71,3.05
8941,-8.0,-11.77
4442,4.2,29.64
1591,510.66,-5.03
4139,-0.45,0.18
4157,-37.75,57.56
4745,-10.88,11.27
6617,7.6,21.2
4966,-3.77,-14.09
4971,25.24,-2.87
4991,67.92,-27.83
6907,121.65,10.51
5223,-3.19,9.35
3664,-26.85,4.73
7717,-21.37,17.61
5227,-86.42,-53.83
8455,-6.69,-16.51
5543,4.03,-2.4
2726,-33.06,-34.81
4804,2.73,1.76
2724,44.88,188.63
4154,99.26,8.33
5276,76.15,7.74
8426,10.09,19.53
8437,-5.34,-54.89
8444,-56.78,26.94
4924,-7.2,-16.52
8423,3.76,8.98
6741,31.91,-7.78
2924,-28.65,-4.12
6616,-37.51,-29.62
6629,140.46,0.23
