族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
電子連接器,8103,瀚荃,電子零組件業,126.5,6.3,是,4.8,08-26 09-01,2026-08-26,115.0,97.75,
電子連接器,5291,邑昇,電子零組件業,72.4,4.2,是,2.3,09-01,2026-09-01,明日開盤,61.54,
電子連接器,6108,競國,電子零組件業,23.9,0.2,,5.8,08-19 08-20,2026-08-13,21.7,19.5,
電子連接器,6141,柏承,電子零組件業,58.0,-1.5,,2.3,08-26 08-27 08-28,2026-08-26,53.5,45.48,
電子連接器,6913,鴻呈,電子零組件業,162.5,-2.1,,3.6,08-27 08-31,2026-08-27,162.5,138.12,
電子連接器,4939,亞電,電子零組件業,87.1,-2.4,,5.1,08-26 08-28,2026-08-26,82.1,69.78,
化學工業,1709,和益,化學工業,36.4,8.8,是,2.7,08-21 08-24 08-26 08-28 09-01,2026-08-13,29.02,27.3,
化學工業,1402,遠東新,紡織纖維,29.4,3.7,,2.2,08-20 08-21,2026-08-20,29.25,24.86,
生技醫療,6617,共信-KY,生技醫療業,122.0,1.2,,2.0,08-26,2026-08-26,128.0,108.8,
生技醫療,4771,望隼,生技醫療業,215.0,0.0,,2.5,08-31,2026-08-31,218.5,185.72,
生技醫療,6491,晶碩,生技醫療業,396.5,-0.8,,2.8,08-31,2026-08-31,392.0,333.2,
生技醫療,6782,視陽,生技醫療業,249.5,-2.0,,2.7,08-25 08-26 08-31,2026-08-25,225.0,191.25,
生技醫療,6472,保瑞,生技醫療業,420.0,-3.0,,3.3,08-20 08-25,2026-08-20,438.5,372.72,
生技醫療,6547,高端疫苗,生技醫療業,61.3,-4.1,,2.8,08-21 08-26,2026-08-21,55.5,48.75,
航運,2637,慧洋-KY,航運業,95.6,1.6,,5.6,08-21,2026-08-21,103.0,87.55,
航運,5608,四維航,航運業,16.7,-1.5,,9.9,08-19 08-21,2026-08-18,16.2,14.06,
航運,2605,新興,航運業,34.75,-1.7,,3.5,08-19 08-21,2026-08-18,35.9,30.52,
光學元件,3490,單井,光電業,46.15,1.4,,3.4,08-19,2026-08-18,43.7,40.95,
光學元件,3441,聯一光,光電業,133.0,-2.2,,2.5,08-21,2026-08-21,113.5,103.12,
光學元件,3543,州巧,光電業,48.3,-9.4,,2.4,08-26,2026-08-17,42.05,40.88,
半導體設計,6532,瑞耘,半導體業,98.6,3.5,,2.6,08-31,2026-08-31,99.6,84.66,
半導體設計,6533,晶心科,半導體業,262.5,0.6,,2.1,08-26,2026-08-26,268.5,228.22,
其他,2201,裕隆,汽車工業,31.5,5.9,是,6.4,08-31 09-01,2026-08-31,30.05,25.54,
其他,2221,大甲,其他,77.7,2.2,,4.4,08-24 08-25 08-26 08-27 08-28,2026-08-24,64.0,59.77,
其他,2723,美食-KY,觀光餐旅,82.8,1.0,,2.1,08-21 08-24 08-31,2026-08-21,73.0,62.1,
其他,2851,中再保,金融保險業,45.85,-0.8,,10.8,08-20 08-21,2026-08-20,48.5,41.23,
其他,6179,亞通,其他,30.2,-1.0,,6.3,08-28,2026-08-28,30.4,25.84,
其他,3219,倚強科,其他電子業,89.2,-2.0,,4.1,08-27 08-31,2026-08-27,84.5,71.83,
其他,6670,復盛應用,運動休閒,277.5,-3.5,,2.7,08-31,2026-08-31,288.0,244.8,
其他,2033,佳大,鋼鐵工業,23.9,-8.1,,3.7,08-28,2026-08-07,17.0,19.5,
