族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
半導體材料與特氣,6732,昇佳電子,半導體業,209.0,10.0,是,9.4,07-03 07-06,2026-07-03,202.0,171.7,
半導體材料與特氣,8131,福懋科,半導體業,82.2,9.9,是,3.2,07-06,2026-07-06,明日開盤,69.87,
半導體材料與特氣,5299,杰力,半導體業,141.5,9.7,是,2.6,07-02 07-06,2026-07-02,134.5,114.33,
半導體材料與特氣,6651,全宇昕,半導體業,169.0,4.3,是,2.3,07-06,2026-06-22,162.0,137.7,
半導體材料與特氣,6138,茂達,半導體業,440.0,10.0,,2.8,07-02,2026-07-02,428.0,363.8,
半導體材料與特氣,2369,菱生,半導體業,43.2,9.9,,3.0,06-23,2026-06-23,43.65,37.1,
半導體材料與特氣,5285,界霖,半導體業,106.5,9.9,,2.4,06-24,2026-06-22,99.62,84.68,
半導體材料與特氣,3141,晶宏,半導體業,83.2,0.6,,5.3,07-03,2026-07-03,84.0,71.4,
半導體材料與特氣,2302,麗正,半導體業,52.2,0.4,,2.2,07-02,2026-06-17,45.17,41.55,
半導體材料與特氣,2458,義隆,半導體業,179.0,-2.7,,2.3,06-25 06-30,2026-06-18,177.0,150.45,
半導體材料與特氣,2363,矽統,半導體業,68.3,-3.3,,5.2,06-25,2026-06-25,74.0,62.9,
塑化/化纖/特用化學品,1717,長興,化學工業,85.4,4.7,是,6.9,07-06,2026-07-06,明日開盤,72.59,
塑化/化纖/特用化學品,1310,台苯,塑膠工業,11.8,3.5,是,4.4,07-03 07-06,2026-07-03,12.05,10.24,
塑化/化纖/特用化學品,4707,磐亞,化學工業,35.75,5.8,,2.3,06-25 06-26 06-29 07-03,2026-06-25,26.0,26.81,
塑化/化纖/特用化學品,6509,聚和,化學工業,57.5,3.4,,2.3,07-03,2026-07-03,58.0,49.3,
塑化/化纖/特用化學品,2103,台橡,橡膠工業,24.2,3.0,,4.0,07-03,2026-07-03,25.5,21.68,
塑化/化纖/特用化學品,1718,中纖,化學工業,15.2,1.7,,2.6,06-25 06-26 06-30 07-03,2026-06-25,10.35,11.4,
塑化/化纖/特用化學品,1708,東鹼,化學工業,61.7,1.6,,2.2,07-03,2026-07-03,64.2,54.57,
塑化/化纖/特用化學品,1326,台化,塑膠工業,67.6,-0.6,,2.6,07-03,2026-07-03,72.8,61.88,
塑化/化纖/特用化學品,1710,東聯,化學工業,18.65,-1.1,,4.5,06-30,2026-06-30,18.0,15.3,
塑化/化纖/特用化學品,1409,新纖,紡織纖維,30.25,-2.4,,2.8,07-03,2026-07-03,34.1,28.98,
塑化/化纖/特用化學品,4763,材料*-KY,化學工業,50.0,-2.5,,2.3,07-03,2026-07-03,51.4,43.69,
