代號,名稱,市場,產業,收盤,距季線%,距年線%,月高,回檔深度%,5月YoY%,5月MoM%,6月YoY%,6月MoM%
2059,川湖,上市,電子零組件業,8635.0,28.3,101.2,8900.0,23.1,172.05,46.05,220.52,17.17
3022,威強電,上市,電腦及週邊設備業,92.0,13.1,31.1,95.7,19.3,92.4,39.28,79.97,8.33
2637,慧洋-KY,上市,航運業,83.0,8.7,24.1,88.0,11.8,45.86,10.4,57.91,3.33
