族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
邊緣運算/工業電腦,2395,研華,電腦及週邊設備業,547.0,-0.5,,3.2,07-22,2026-07-08,535.48,455.16,
邊緣運算/工業電腦,6579,研揚,電腦及週邊設備業,149.0,-5.7,,3.1,07-23,2026-07-23,181.5,154.28,出場
邊緣運算/工業電腦,6414,樺漢,電腦及週邊設備業,403.0,-7.7,,2.9,07-21 07-22,2026-07-07,404.0,377.25,
邊緣運算/工業電腦,6166,凌華,電腦及週邊設備業,125.5,-9.7,,9.3,07-23 07-24,2026-07-23,160.5,136.42,出場
台塑集團,1301,台塑,塑膠工業,54.0,-3.9,,2.1,07-23,2026-06-25,56.96,49.65,
台塑集團,6505,台塑化,油電燃氣業,71.6,-4.3,,2.3,07-23,2026-07-02,57.9,69.9,
航運/海運,2615,萬海,航運業,84.4,-0.7,,3.2,07-21,2026-07-21,85.2,72.42,
航運/海運,2634,漢翔,航運業,58.6,-3.5,,2.2,07-21,2026-06-29,51.5,53.62,
半導體設備/材料,3374,精材,半導體業,252.0,-9.8,,2.0,07-22,2026-07-22,411.0,349.35,出場
半導體設備/材料,6243,迅杰,半導體業,46.1,-10.0,,2.9,07-17 07-24,2026-07-16,48.0,40.8,
網路通訊設備,6416,瑞祺電通,通信網路業,86.5,-6.3,,3.6,07-22,2026-07-08,91.42,77.71,
網路通訊設備,3088,艾訊,電腦及週邊設備業,120.5,-9.7,,4.8,07-23,2026-07-23,149.0,126.65,出場
其他,2207,和泰車,汽車工業,551.0,6.2,是,4.4,07-29 07-30,2026-07-29,523.0,444.55,
其他,1476,儒鴻,紡織纖維,352.0,4.0,是,2.7,07-30,2026-07-30,明日開盤,299.2,
其他,2027,大成鋼,鋼鐵工業,43.7,1.0,,3.7,07-22,2026-07-22,44.7,38.0,
其他,2850,新產,金融保險業,157.0,1.0,,5.4,07-27,2026-07-27,157.0,133.45,
其他,2539,櫻花建,建材營造,42.95,0.7,,4.6,07-29,2026-07-29,42.75,36.34,
其他,2377,微星,電腦及週邊設備業,136.0,-1.1,,2.5,07-22,2026-07-22,157.5,133.88,
其他,1229,聯華,食品工業,40.45,-1.1,,2.7,07-23,2026-07-23,42.35,36.0,
其他,6944,兆聯實業,綠能環保,659.0,-4.1,,2.3,07-23,2026-07-23,809.0,687.65,出場
其他,1736,喬山,運動休閒,127.5,-5.2,,2.4,07-20 07-21,2026-07-20,132.5,112.62,
其他,4939,亞電,電子零組件業,46.55,-6.8,,4.0,07-21,2026-07-21,76.9,65.37,出場
其他,3577,泓格,電腦及週邊設備業,112.0,-7.1,,3.3,07-23,2026-07-23,157.0,133.45,出場
其他,8039,台虹,電子零組件業,158.0,-10.0,,2.7,07-23,2026-07-14,186.0,192.0,出場
