代號,名稱,市場,產業,收盤,距季線%,距年線%,月高,回檔深度%,6月YoY%,6月MoM%,7月YoY%,7月MoM%
3665,貿聯-KY,上市,其他電子業,2205.0,6.3,30.8,2555.0,19.0,63.78,15.85,59.59,13.05
4566,時碩工業,上市,電機機械,75.5,13.9,25.4,80.0,12.5,44.38,16.1,31.9,4.66
