族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
其他,7714,創泓科技,數位雲端,201.5,-2.9,,6.2,07-03 07-13 07-14,2026-07-03,160.0,155.62,
其他,2332,友訊,通信網路業,22.5,-4.5,,7.7,07-08 07-13,2026-07-08,24.05,20.44,
其他,5371,中光電,光電業,89.6,-5.6,,4.0,07-03 07-06,2026-06-30,89.3,76.5,
其他,4564,元翎,電機機械,20.0,-5.7,,5.2,07-13,2026-07-13,21.7,18.45,
其他,7402,邑錡,光電業,127.5,-5.9,,5.4,07-03,2026-07-03,140.51,119.43,
其他,3704,合勤控,通信網路業,46.65,-6.3,,3.9,07-13,2026-07-13,50.3,42.75,
其他,6753,龍德造船,航運業,146.0,-6.4,,2.2,07-03 07-13,2026-07-03,160.0,136.0,
其他,3055,蔚華科,電子通路業,180.0,-6.7,,7.3,07-03,2026-07-01,128.59,144.75,
其他,6173,信昌電,電子零組件業,215.5,-6.9,,3.5,07-03,2026-07-03,356.14,302.72,出場
其他,1810,和成,玻璃陶瓷,28.9,-7.1,,5.9,07-03 07-13 07-14 07-15,2026-07-03,24.6,23.33,
其他,3026,禾伸堂,電子零組件業,766.0,-8.6,,2.9,07-03 07-09,2026-07-03,1015.0,862.75,出場
其他,4764,雙鍵,化學工業,328.5,-9.9,,2.9,07-15,2026-07-15,355.0,301.75,
