族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
半導體材料與製程設備,3016,嘉晶,半導體業,160.0,10.0,是,3.8,09-23 09-24,2026-09-23,147.5,125.38,
半導體材料與製程設備,3653,健策,電子零組件業,6920.0,8.0,是,2.5,09-24,2026-09-24,明日開盤,5882.0,
半導體材料與製程設備,3094,聯傑,半導體業,54.3,0.0,,2.6,09-18,2026-09-04,49.0,42.6,
IC 設計與矽智財 (IP),6533,晶心科,半導體業,276.0,10.0,是,3.7,09-18 09-24,2026-09-18,269.0,228.65,
IC 設計與矽智財 (IP),6643,M31,半導體業,515.0,8.1,是,5.6,09-24,2026-09-24,明日開盤,437.75,
IC 設計與矽智財 (IP),3529,力旺,半導體業,3230.0,-2.3,,2.1,09-23,2026-09-23,3250.0,2762.5,
半導體封裝與測試,3189,景碩,半導體業,962.0,6.2,是,2.3,09-24,2026-09-24,明日開盤,817.7,
半導體封裝與測試,6526,達發,半導體業,840.0,0.0,,4.7,09-21 09-22 09-23,2026-09-21,736.0,630.0,
半導體封裝與測試,3264,欣銓,半導體業,246.0,-2.4,,3.2,09-18 09-21,2026-09-18,274.0,232.9,
半導體封裝與測試,2351,順德,半導體業,219.5,-2.9,,2.1,09-14,2026-09-14,252.5,214.62,
面板與顯示技術,6672,騰輝電子-KY,電子零組件業,337.5,9.9,是,3.1,09-24,2026-09-24,明日開盤,286.88,
面板與顯示技術,6456,GIS-KY,光電業,81.3,3.4,,5.6,09-23,2026-09-23,78.0,66.3,
面板與顯示技術,6706,惠特,光電業,143.0,-0.7,,2.8,09-21,2026-09-21,165.5,140.67,
面板與顯示技術,2409,友達,光電業,34.2,-1.4,,3.6,09-21 09-22,2026-09-21,34.9,29.67,
伺服器與電腦週邊,6933,AMAX-KY,電腦及週邊設備業,385.0,10.0,是,4.3,09-17 09-24,2026-09-17,355.0,301.75,
伺服器與電腦週邊,1569,濱川,電腦及週邊設備業,64.7,2.2,,9.9,09-11 09-18 09-21 09-22,2026-09-11,49.6,48.52,
伺服器與電腦週邊,3605,宏致,電子零組件業,183.5,1.9,,3.0,09-18 09-21,2026-09-18,154.0,137.62,
特種化學品與材料,4770,上品,化學工業,281.5,2.4,,4.1,09-18 09-23,2026-09-07,239.0,211.12,
特種化學品與材料,4763,材料*-KY,化學工業,46.1,-0.6,,2.0,09-18,2026-09-18,51.2,43.52,
特種化學品與材料,1727,中華化,化學工業,115.5,-0.9,,3.6,09-17 09-23,2026-09-17,105.0,89.25,
特種化學品與材料,1709,和益,化學工業,43.5,-9.9,,3.9,09-17 09-22 09-23,2026-09-17,41.85,36.22,
光電與 LED 應用,6168,宏齊,光電業,44.0,6.8,,4.1,09-17 09-18,2026-09-17,37.15,33.0,
光電與 LED 應用,4956,光鋐,光電業,44.5,2.2,,5.6,09-18 09-21,2026-09-18,42.9,36.47,
光電與 LED 應用,6278,台表科,光電業,212.0,1.4,,3.0,09-22,2026-09-22,212.5,180.62,
其他,2030,彰源,鋼鐵工業,30.4,9.9,是,4.3,09-18 09-22 09-24,2026-09-18,24.8,22.8,
其他,7792,安葆,其他電子業,435.5,4.8,是,4.5,09-18 09-22 09-23 09-24,2026-09-18,339.5,326.62,
其他,1560,中砂,電機機械,971.0,1.7,,2.3,09-11 09-17 09-18 09-22,2026-09-11,775.0,728.25,
其他,6199,天品,其他,124.0,1.6,,2.5,09-18,2026-09-18,112.5,95.62,
其他,1101,台泥,水泥工業,25.25,-1.6,,2.5,09-23,2026-09-23,25.7,21.85,
其他,7799,禾榮科,生技醫療業,498.0,-6.2,,3.4,09-17 09-23,2026-09-17,513.0,436.05,
