代號,名稱,市場,產業,收盤,距季線%,距年線%,月高,回檔深度%,6月YoY%,6月MoM%,7月YoY%,7月MoM%
2383,台光電,上市,電子零組件業,5640.0,6.8,82.3,6440.59,18.8,120.69,13.53,129.4,8.31
2049,上銀,上市,電機機械,359.0,6.3,34.8,404.5,17.8,31.62,2.97,33.93,4.99
2637,慧洋-KY,上市,航運業,95.6,15.3,37.2,108.0,16.7,57.91,3.33,56.21,11.71
3034,聯詠,上市,半導體業,552.0,8.1,31.4,572.0,12.8,18.95,6.48,26.79,2.73
3532,台勝科,上市,半導體業,402.0,8.6,103.4,418.5,12.2,23.71,0.53,28.77,6.45
2603,長榮,上市,航運業,238.0,14.6,27.1,256.5,12.1,30.0,12.94,43.07,22.83
5434,崇越,上市,電子通路業,540.0,5.4,43.0,567.0,10.8,32.85,14.75,42.61,8.87
2027,大成鋼,上市,鋼鐵工業,49.8,14.7,30.5,52.3,8.5,43.73,2.07,46.11,5.96
