族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
電子零組件/精密加工,7788,松川精密,電子零組件業,327.5,9.9,是,2.1,08-27 08-28,2026-08-27,310.0,263.5,
電子零組件/精密加工,4939,亞電,電子零組件業,92.8,7.2,是,5.1,08-26 08-28,2026-08-26,82.1,69.78,
電子零組件/精密加工,6805,富世達,電子零組件業,2345.0,5.4,,2.2,08-27,2026-08-27,2265.0,1925.25,
電子零組件/精密加工,2059,川湖,電子零組件業,14300.0,-0.3,,2.8,08-18,2026-08-18,13846.16,11769.24,
電子零組件/精密加工,2354,鴻準,其他電子業,63.9,-0.8,,2.5,08-27,2026-08-27,65.3,55.51,
電子零組件/精密加工,7711,永擎,電腦及週邊設備業,487.0,-1.2,,2.2,08-24,2026-08-10,445.5,386.25,
電子零組件/精密加工,8103,瀚荃,電子零組件業,108.5,-4.8,,4.6,08-26,2026-08-26,115.0,97.75,
電子零組件/連接器,6141,柏承,電子零組件業,58.2,6.0,是,2.3,08-26 08-27 08-28,2026-08-26,53.5,45.48,
電子零組件/連接器,3003,健和興,電子零組件業,72.1,4.6,是,2.6,08-28,2026-08-28,明日開盤,61.28,
電子零組件/連接器,6108,競國,電子零組件業,25.7,8.0,,5.8,08-17 08-19 08-20,2026-08-13,21.7,19.5,
電子零組件/連接器,6913,鴻呈,電子零組件業,159.0,0.6,,2.6,08-27,2026-08-27,162.5,138.12,
電子零組件/連接器,3229,晟鈦,電子零組件業,55.4,0.5,,2.5,08-20 08-21,2026-08-12,55.9,47.52,
光學元件/鏡頭,3406,玉晶光,光電業,917.0,10.0,是,3.8,08-27 08-28,2026-08-27,840.0,714.0,
光學元件/鏡頭,2426,鼎元,光電業,96.1,-0.5,,3.9,08-26,2026-08-26,101.5,86.27,
光學元件/鏡頭,3504,揚明光,光電業,89.5,-4.9,,3.2,08-27,2026-08-27,92.5,78.62,
光學元件/鏡頭,3441,聯一光,光電業,130.0,-5.5,,2.5,08-21,2026-08-21,113.5,103.12,
載板/封裝基板,1815,富喬,電子零組件業,125.5,7.7,是,2.9,08-21 08-26 08-28,2026-08-21,113.0,96.05,
載板/封裝基板,3189,景碩,半導體業,899.0,-1.6,,2.1,08-17 08-27,2026-08-17,917.0,779.45,
載板/封裝基板,3037,欣興,電子零組件業,1110.0,-5.9,,2.3,08-17,2026-08-17,1130.0,960.5,
光電/顯示技術,2491,吉祥全,光電業,56.4,9.9,是,3.3,08-26 08-27 08-28,2026-08-26,45.75,42.3,
光電/顯示技術,3543,州巧,光電業,54.5,9.9,,2.4,08-17 08-26,2026-08-17,42.05,40.88,
光電/顯示技術,3490,單井,光電業,50.3,-6.9,,3.4,08-18 08-19,2026-08-18,43.7,40.95,
AI 伺服器/邊緣運算,6933,AMAX-KY,電腦及週邊設備業,260.0,9.9,是,3.1,08-26 08-28,2026-08-26,236.5,201.03,
AI 伺服器/邊緣運算,3005,神基,電腦及週邊設備業,116.0,0.0,,3.6,08-17,2026-08-17,122.0,103.7,
航運,2605,新興,航運業,35.05,1.9,,3.5,08-18 08-19 08-21,2026-08-18,35.9,30.52,
航運,2603,長榮,航運業,231.5,-0.4,,4.3,08-17,2026-08-17,232.0,197.2,
航運,5608,四維航,航運業,16.7,-1.2,,9.9,08-18 08-19 08-21,2026-08-18,16.2,14.06,
航運,2615,萬海,航運業,111.5,-1.8,,4.2,08-17 08-18 08-20 08-21,2026-08-14,91.3,94.88,
航運,2637,慧洋-KY,航運業,92.1,-2.6,,5.6,08-21,2026-08-21,103.0,87.55,
航運,2606,裕民,航運業,72.2,-2.8,,10.4,08-25,2026-08-25,76.0,64.6,
航運,2609,陽明,航運業,56.2,-2.9,,5.6,08-17 08-19 08-21,2026-08-17,55.1,48.38,
航運,2612,中航,航運業,60.2,-2.9,,10.3,08-19 08-25,2026-08-19,58.7,49.9,
通信網路設備,6426,統新,通信網路業,263.5,1.5,,2.6,08-26,2026-08-26,270.0,229.5,
通信網路設備,3234,光環,通信網路業,181.5,0.8,,2.8,08-24 08-25,2026-08-24,155.75,136.12,
通信網路設備,3081,聯亞,通信網路業,3305.0,-1.9,,2.1,08-26 08-27,2026-08-26,3385.0,2877.25,
半導體設計/IP,2351,順德,半導體業,239.5,-0.2,,4.9,08-27,2026-08-27,240.0,204.0,
半導體設計/IP,6533,晶心科,半導體業,265.5,-1.1,,2.1,08-26,2026-08-26,268.5,228.22,
生技製藥/CDMO,6547,高端疫苗,生技醫療業,65.0,3.0,,2.8,08-21 08-26,2026-08-21,55.5,48.75,
