代號,名稱,市場,產業,收盤,距季線%,距年線%,月高,回檔深度%,6月YoY%,6月MoM%,7月YoY%,7月MoM%
6505,台塑化,上市,油電燃氣業,71.1,16.4,38.6,97.9,33.2,18.46,10.22,32.34,17.48
2061,風青,上櫃,電器電纜,63.1,21.6,136.6,70.6,30.9,31.46,4.9,41.29,3.66
