族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
潤泰集團,2915,潤泰全,貿易百貨,59.5,10.0,是,5.8,08-14,2026-08-14,明日開盤,50.57,
潤泰集團,9945,潤泰新,其他,29.8,10.0,是,6.1,08-14,2026-08-14,明日開盤,25.33,
AI PC/伺服器品牌與組裝,2357,華碩,電腦及週邊設備業,996.0,6.3,是,3.8,08-14,2026-08-14,明日開盤,846.6,
AI PC/伺服器品牌與組裝,2376,技嘉,電腦及週邊設備業,397.5,1.0,,2.3,08-13,2026-08-13,390.0,331.5,
AI PC/伺服器品牌與組裝,4938,和碩,電腦及週邊設備業,94.8,0.0,,5.2,08-13,2026-08-13,95.3,81.01,
AI PC/伺服器品牌與組裝,7711,永擎,電腦及週邊設備業,472.0,-4.0,,3.7,08-10 08-12 08-13,2026-08-10,445.5,378.68,
AI PC/伺服器品牌與組裝,2377,微星,電腦及週邊設備業,159.0,-5.4,,3.1,08-12,2026-08-12,171.0,145.35,
AI PC/伺服器品牌與組裝,6206,飛捷,電腦及週邊設備業,143.0,-8.6,,2.4,08-04 08-05 08-10,2026-08-04,142.5,121.12,
AI PC/伺服器品牌與組裝,2465,麗臺,電腦及週邊設備業,95.9,-8.7,,5.4,08-10 08-12 08-13,2026-08-10,94.6,80.41,
半導體矽晶圓/材料,6716,應廣,半導體業,123.5,5.1,是,5.2,08-13 08-14,2026-08-13,117.5,99.88,
半導體矽晶圓/材料,3653,健策,電子零組件業,4855.0,4.7,,2.2,08-05,2026-08-05,4295.0,3650.75,
半導體矽晶圓/材料,6187,萬潤,半導體業,1275.0,0.4,,2.0,08-13,2026-08-13,1275.0,1083.75,
電子零組件/連接器,6538,倉和,電子零組件業,184.0,3.7,是,2.5,08-05 08-14,2026-08-05,152.5,138.0,
電子零組件/連接器,3605,宏致,電子零組件業,131.5,-0.4,,2.5,08-05 08-06,2026-08-05,101.05,99.0,
AI 伺服器供應鏈,8050,廣積,電腦及週邊設備業,58.0,-1.0,,4.0,08-07,2026-08-07,67.3,57.21,
AI 伺服器供應鏈,2425,承啟,電腦及週邊設備業,41.1,-2.0,,2.5,08-04 08-07,2026-08-04,51.0,43.35,出場
AI 伺服器供應鏈,6933,AMAX-KY,電腦及週邊設備業,188.5,-4.6,,2.7,08-11,2026-08-11,189.5,161.07,
AI 伺服器供應鏈,3594,磐儀,電腦及週邊設備業,51.3,-7.7,,3.8,08-07,2026-08-07,61.1,51.93,出場
化學/塑橡膠,2542,興富發,建材營造,46.2,-0.4,,2.0,08-13,2026-08-13,46.2,39.27,
化學/塑橡膠,1709,和益,化學工業,30.35,-1.0,,5.3,08-13,2026-08-13,29.9,25.41,
化學/塑橡膠,2103,台橡,橡膠工業,26.85,-4.4,,5.0,08-10 08-11,2026-08-10,27.8,23.63,
電子通路/分銷,8112,至上,電子通路業,95.8,-2.0,,4.6,08-11,2026-08-11,100.0,85.0,
電子通路/分銷,3022,威強電,電腦及週邊設備業,94.2,-4.0,,2.6,08-05 08-10,2026-08-05,98.1,84.75,
鋼鐵工業,2006,東和鋼鐵,鋼鐵工業,80.9,-5.3,,3.2,08-03 08-06,2026-08-03,78.8,66.98,
鋼鐵工業,2027,大成鋼,鋼鐵工業,47.6,-5.6,,3.0,08-06 08-13,2026-08-06,45.95,39.06,
自行車產業,9914,美利達,運動休閒,83.3,-2.6,,2.6,08-11,2026-08-11,94.6,80.41,
自行車產業,9921,巨大,運動休閒,101.0,-3.8,,2.7,08-10 08-11,2026-08-10,99.9,84.92,
生技醫療,6547,高端疫苗,生技醫療業,51.5,-1.3,,4.3,08-05,2026-08-05,52.2,44.37,
生技醫療,4736,泰博,生技醫療業,139.0,-1.4,,6.6,08-13,2026-08-13,141.0,119.85,
AI 散熱方案,3017,奇鋐,電腦及週邊設備業,3235.0,1.1,,2.2,08-06 08-13,2026-08-06,2935.0,2494.75,
其他,6840,東研信超,其他電子業,81.0,7.1,是,15.0,08-13 08-14,2026-08-13,82.8,70.38,
其他,2615,萬海,航運業,90.6,3.5,是,2.5,08-14,2026-08-14,明日開盤,77.01,
其他,3704,合勤控,通信網路業,43.85,4.8,,2.4,08-10,2026-08-10,47.2,40.12,
其他,2359,所羅門,其他電子業,159.5,1.6,,2.2,08-10,2026-08-10,150.0,127.5,
其他,1608,華榮,電器電纜,37.0,0.5,,3.9,08-12,2026-08-12,37.95,32.26,
其他,6419,京晨科,光電業,168.0,0.3,,3.6,08-13,2026-08-13,169.0,143.65,
其他,2727,王品,觀光餐旅,231.0,0.2,,2.3,08-07,2026-08-07,238.0,202.3,
其他,4566,時碩工業,電機機械,75.6,0.1,,3.5,08-07,2026-08-07,79.9,67.92,
其他,6277,宏正,電腦及週邊設備業,84.0,-0.2,,2.0,08-13,2026-08-13,84.8,72.08,
其他,1904,正隆,造紙工業,24.45,-0.8,,3.8,08-10,2026-08-10,24.2,20.57,
