代號,名稱,市場,產業,收盤,距季線%,距年線%,月高,回檔深度%,6月YoY%,6月MoM%,7月YoY%,7月MoM%
2637,慧洋-KY,上市,航運業,99.8,19.3,42.5,108.0,16.7,57.91,3.33,56.21,11.71
4510,高鋒,上櫃,電機機械,47.05,11.4,8.0,48.25,12.5,2.62,25.25,41.34,16.05
5607,遠雄港,上市,航運業,57.2,14.0,19.3,58.3,12.2,37.01,2.65,38.03,8.75
2027,大成鋼,上市,鋼鐵工業,50.2,14.9,31.2,52.3,8.5,43.73,2.07,46.11,5.96
