族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
其他,3498,陽程,其他電子業,192.0,4.6,,3.0,08-18,2026-08-18,170.0,144.5,
其他,3617,碩天,其他電子業,259.5,2.2,,3.6,08-14 08-17,2026-08-14,250.0,212.5,
其他,6472,保瑞,生技醫療業,455.0,2.1,,4.3,08-20,2026-08-20,438.5,372.72,
其他,2103,台橡,橡膠工業,28.4,2.0,,5.0,08-10 08-11,2026-08-10,27.8,23.63,
其他,7711,永擎,電腦及週邊設備業,461.5,1.7,,3.7,08-10 08-12 08-13,2026-08-10,445.5,378.68,
其他,6538,倉和,電子零組件業,196.5,1.3,,2.5,08-14,2026-08-05,152.5,147.38,
其他,2542,興富發,建材營造,48.8,1.0,,2.0,08-13,2026-08-13,46.2,39.27,
其他,1904,正隆,造紙工業,25.7,0.8,,3.8,08-10,2026-08-10,24.2,20.57,
其他,3234,光環,通信網路業,151.0,0.0,,2.8,08-17,2026-08-17,149.0,126.65,
其他,8112,至上,電子通路業,93.5,-0.2,,4.6,08-11,2026-08-11,100.0,85.0,
其他,6108,競國,電子零組件業,25.95,-0.2,,5.8,08-13 08-17 08-19 08-20,2026-08-13,21.7,19.5,
其他,2027,大成鋼,鋼鐵工業,50.3,-0.4,,3.0,08-13,2026-08-06,45.95,39.06,
其他,5904,寶雅*,居家生活,74.5,-1.8,,4.9,08-11,2026-07-29,72.0,65.32,
其他,2359,所羅門,其他電子業,150.0,-5.1,,2.2,08-10,2026-08-10,150.0,133.12,
