族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
其他,8222,寶一,電機機械,41.35,3.4,,5.7,06-30 07-01 07-03,2026-06-30,41.6,35.36,
其他,3055,蔚華科,電子通路業,163.0,3.2,,7.3,07-01 07-02 07-03,2026-07-01,128.59,131.58,
其他,5371,中光電,光電業,95.3,2.3,,4.0,06-30 07-03 07-06,2026-06-30,89.3,76.5,
其他,2466,冠西電,光電業,100.5,2.0,,3.2,07-01 07-02 07-03,2026-07-01,72.3,75.38,
其他,6477,安集,光電業,40.55,1.8,,3.6,07-03 07-06 07-09,2026-07-03,37.17,31.6,
其他,6732,昇佳電子,半導體業,197.5,0.8,,9.2,07-03 07-06,2026-07-03,202.0,171.7,
其他,3004,豐達科,鋼鐵工業,154.5,0.7,,6.1,07-03 07-06,2026-07-03,157.0,133.45,
其他,3360,尚立,電子通路業,20.15,0.2,,4.2,06-30,2026-06-22,16.95,17.03,
其他,7795,長廣,電子零組件業,552.0,0.0,,3.8,06-30 07-01,2026-06-22,468.0,499.5,
其他,3413,京鼎,半導體業,334.0,-0.1,,4.4,07-07,2026-07-07,348.5,296.22,
其他,3717,聯嘉投控,汽車工業,25.4,-0.2,,6.6,06-30 07-01,2026-06-29,25.95,22.06,
其他,6179,亞通,其他,27.85,-0.4,,2.6,07-06,2026-07-06,28.25,24.01,
其他,6907,雅特力-KY,半導體業,192.5,-1.3,,2.3,07-06,2026-07-06,190.0,161.5,
其他,2375,凱美,電子零組件業,185.0,-1.9,,2.1,07-01,2026-07-01,225.5,191.67,出場
其他,6658,聯策,其他電子業,175.5,-2.2,,2.7,06-30,2026-06-30,257.0,218.45,出場
其他,6491,晶碩,生技醫療業,365.5,-2.5,,8.7,06-30 07-03,2026-06-30,348.5,296.22,
其他,8096,擎亞,電子通路業,158.5,-4.8,,2.1,07-08,2026-07-08,169.5,144.07,
其他,3617,碩天,其他電子業,230.5,-4.8,,4.0,07-08,2026-06-25,224.0,190.4,
其他,3236,千如,電子零組件業,57.2,-5.9,,2.4,07-01,2026-06-15,72.0,61.2,出場
其他,2302,麗正,,43.55,-6.0,,2.2,07-02,2026-06-17,45.17,41.55,
其他,2352,佳世達,電腦及週邊設備業,31.0,-6.1,,3.1,07-06,2026-07-06,36.1,30.68,
其他,6901,鑽石投資,其他,18.75,-9.6,,3.2,07-08,2026-07-08,22.2,18.87,出場
