代號,名稱,市場,產業,收盤,距季線%,距年線%,月高,回檔深度%,6月YoY%,6月MoM%,7月YoY%,7月MoM%
3605,宏致,上市,電子零組件業,131.0,43.0,79.0,137.5,22.5,29.8,0.83,29.8,3.28
3003,健和興,上市,電子零組件業,72.1,13.6,34.6,74.0,14.9,36.15,12.34,92.98,9.76
6672,騰輝電子-KY,上市,電子零組件業,289.5,14.0,90.4,295.0,13.6,68.12,8.12,90.82,16.01
