族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
半導體製程設備與材料,8227,巨有科技,半導體業,217.5,9.8,是,7.7,09-10,2026-09-10,明日開盤,184.88,
半導體製程設備與材料,3374,精材,半導體業,488.0,2.0,,2.7,08-31,2026-08-31,422.5,366.0,
半導體製程設備與材料,6640,均華,半導體業,1210.0,0.8,,2.6,09-02 09-04,2026-09-02,1230.0,1045.5,
半導體製程設備與材料,4971,IET-KY,半導體業,600.0,-3.4,,2.6,09-01,2026-09-01,654.0,555.9,
半導體製程設備與材料,3680,家登,半導體業,535.0,-5.5,,5.7,09-09,2026-09-09,567.0,481.95,
電子零組件與被動元件,3354,律勝,電子零組件業,30.45,6.1,是,4.1,09-10,2026-09-10,明日開盤,25.88,
電子零組件與被動元件,6141,柏承,電子零組件業,55.4,9.7,,2.3,08-28,2026-08-26,53.5,45.48,
電子零組件與被動元件,8431,匯鑽科,其他電子業,60.2,-1.6,,12.9,09-02 09-03 09-04,2026-09-02,59.1,51.6,
電子零組件與被動元件,5291,邑昇,電子零組件業,60.1,-2.9,,2.2,09-01,2026-09-01,71.4,60.69,出場
電子零組件與被動元件,4939,亞電,電子零組件業,82.4,-9.2,,5.1,08-28,2026-08-26,82.1,70.2,
金融,2884,玉山金,金融保險業,44.95,1.6,,2.5,09-03,2026-09-03,43.25,36.76,
金融,5876,上海商銀,金融保險業,47.9,0.8,,2.4,09-08,2026-09-08,48.25,41.01,
金融,2801,彰銀,金融保險業,26.85,0.0,,2.6,09-03,2026-09-03,26.6,22.61,
金融,2845,遠東銀,金融保險業,13.45,-0.7,,3.2,09-03,2026-09-03,13.7,11.64,
AI 伺服器連接與介面,5274,信驊,半導體業,18700.0,0.5,,2.7,09-02,2026-09-02,17735.0,15074.75,
AI 伺服器連接與介面,1815,富喬,電子零組件業,126.0,0.0,,2.9,08-28,2026-08-21,107.2,96.05,
AI 伺服器連接與介面,3693,營邦,電腦及週邊設備業,691.0,-1.3,,2.0,08-28,2026-08-28,580.0,525.0,
特種化學品與樹脂,1326,台化,塑膠工業,71.3,-0.7,,4.6,09-01,2026-09-01,74.5,63.32,
特種化學品與樹脂,1709,和益,化學工業,35.3,-0.8,,2.7,08-28 09-01,2026-08-13,29.02,27.3,
特種化學品與樹脂,4770,上品,化學工業,239.0,-4.2,,2.9,09-07 09-09,2026-09-07,239.0,203.15,
半導體 IC 設計與元件,3094,聯傑,半導體業,41.9,2.7,,5.8,09-04,2026-09-04,49.0,41.65,
半導體 IC 設計與元件,3141,晶宏,半導體業,92.1,-1.9,,11.9,09-01 09-02,2026-09-01,93.5,79.47,
半導體 IC 設計與元件,4961,天鈺,半導體業,172.5,-2.5,,6.8,09-08,2026-09-08,178.0,151.3,
AI 伺服器與邊緣運算,6933,AMAX-KY,電腦及週邊設備業,336.0,-0.6,,4.3,08-28 08-31 09-01,2026-08-26,236.5,253.5,
AI 伺服器與邊緣運算,6218,豪勉,通信網路業,46.15,-1.6,,4.8,09-02 09-07 09-08,2026-08-25,40.25,35.18,
AI 伺服器與邊緣運算,6588,東典光電,通信網路業,112.5,-2.2,,2.3,09-07,2026-09-07,118.5,100.72,
AI 伺服器散熱,3324,雙鴻,其他電子業,1440.0,4.0,,3.0,08-31 09-01 09-02,2026-08-31,1300.0,1113.75,
AI 伺服器散熱,2421,建準,電子零組件業,165.0,-1.5,,5.8,08-31,2026-08-31,182.0,154.7,
光學元件與鏡頭,8111,立碁,光電業,71.2,-1.1,,4.5,09-01,2026-09-01,75.0,63.75,
光學元件與鏡頭,3406,玉晶光,光電業,1070.0,-3.6,,2.5,08-28 08-31,2026-08-27,840.0,832.5,
通信網路設備,6426,統新,通信網路業,322.0,0.3,,2.3,09-08 09-09,2026-08-26,269.5,241.5,
通信網路設備,2455,全新,通信網路業,532.0,-0.2,,2.5,08-31 09-01,2026-08-31,490.0,416.5,
其他,5314,世紀*,其他,46.8,10.0,是,4.7,09-09 09-10,2026-09-09,45.35,38.55,
其他,6739,竹陞科技,其他電子業,1320.0,10.0,是,2.4,09-10,2026-09-10,明日開盤,1122.0,
其他,2221,大甲,其他,96.5,9.9,是,2.4,08-28 09-02 09-03 09-10,2026-08-24,64.0,72.38,
其他,6179,亞通,其他,38.2,4.9,是,9.1,08-28 09-08 09-09 09-10,2026-08-28,30.4,28.65,
其他,1312,國喬,塑膠工業,14.95,2.0,,7.2,08-31,2026-08-31,15.8,13.43,
其他,1101,台泥,水泥工業,24.8,0.2,,2.2,09-01,2026-09-01,25.3,21.5,
其他,3605,宏致,電子零組件業,128.0,-1.2,,2.9,08-31,2026-08-31,128.5,109.22,
其他,3504,揚明光,光電業,83.9,-2.4,,2.7,09-02,2026-08-27,92.5,78.62,
其他,4576,大銀微系統,電機機械,238.0,-2.5,,2.1,09-02 09-07,2026-09-02,250.0,212.5,
其他,8103,瀚荃,電子零組件業,110.0,-2.7,,4.8,09-01,2026-08-26,115.0,97.75,
其他,6538,倉和,電子零組件業,338.5,-3.0,,3.8,09-04,2026-09-04,295.5,261.75,
其他,7788,松川精密,電子零組件業,308.0,-3.9,,2.0,08-28,2026-08-27,310.0,263.5,
其他,6620,漢達,生技醫療業,126.5,-4.2,,3.6,09-07 09-08,2026-09-07,121.5,103.27,
其他,3167,大量,電機機械,848.0,-5.8,,4.0,09-08,2026-09-08,939.0,798.15,
