族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
電子零組件/連接器,3605,宏致,電子零組件業,101.5,9.6,是,2.8,08-05,2026-08-05,明日開盤,86.27,
電子零組件/連接器,6538,倉和,電子零組件業,156.5,5.4,是,3.5,08-05,2026-08-05,明日開盤,133.03,
電子零組件/連接器,8039,台虹,電子零組件業,220.0,10.0,,2.7,07-23,2026-07-14,186.0,192.0,
邊緣運算/工業電腦,3022,威強電,電腦及週邊設備業,97.6,7.4,是,2.6,08-05,2026-08-05,明日開盤,82.96,
邊緣運算/工業電腦,6166,凌華,電腦及週邊設備業,139.0,9.9,,9.3,07-23 07-24,2026-07-23,160.5,136.42,
邊緣運算/工業電腦,6579,研揚,電腦及週邊設備業,179.5,9.8,,3.1,07-23,2026-07-23,181.5,154.28,
邊緣運算/工業電腦,3088,艾訊,電腦及週邊設備業,132.5,7.3,,4.8,07-23,2026-07-23,149.0,126.65,
半導體設備與零組件,3653,健策,電子零組件業,4340.0,4.7,是,2.2,08-05,2026-08-05,明日開盤,3689.0,
半導體設備與零組件,6243,迅杰,半導體業,49.5,-2.0,,2.9,07-24,2026-07-16,48.0,40.8,
台塑集團,1301,台塑,塑膠工業,56.0,1.3,,2.1,07-23,2026-06-25,56.96,49.65,
台塑集團,6505,台塑化,油電燃氣業,67.6,-0.9,,2.3,07-23,2026-07-02,57.9,69.9,出場
其他,6547,高端疫苗,生技醫療業,52.1,9.9,是,4.3,08-05,2026-08-05,明日開盤,44.28,
其他,6206,飛捷,電腦及週邊設備業,148.0,5.7,是,3.2,08-04 08-05,2026-08-04,142.5,121.12,
其他,3577,泓格,電腦及週邊設備業,138.0,4.9,,3.3,07-23,2026-07-23,157.0,133.45,
其他,2540,愛山林,建材營造,57.8,3.6,,4.7,07-31,2026-07-31,60.9,51.77,
其他,6214,精誠,資訊服務業,153.0,2.0,,5.5,07-31,2026-07-31,151.0,128.35,
其他,1476,儒鴻,紡織纖維,355.0,0.1,,2.7,07-30,2026-07-30,347.5,295.38,
其他,6944,兆聯實業,綠能環保,787.0,0.1,,2.3,07-23,2026-07-23,809.0,687.65,
其他,2301,光寶科,電腦及週邊設備業,249.0,-1.2,,3.5,08-04,2026-08-04,260.0,221.0,
其他,2207,和泰車,汽車工業,509.0,-1.5,,4.2,07-29 07-30,2026-07-29,523.0,444.55,
其他,2425,承啟,電腦及週邊設備業,49.1,-2.2,,3.8,08-04,2026-08-04,51.0,43.35,
其他,5490,同亨,電腦及週邊設備業,32.0,-4.3,,3.2,08-03,2026-07-22,34.55,29.37,
其他,2006,東和鋼鐵,鋼鐵工業,78.4,-5.0,,2.8,08-03,2026-08-03,78.8,66.98,
