族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
航運物流,2605,新興,航運業,34.85,-5.0,,3.5,08-18 08-19 08-21,2026-08-18,35.9,30.52,
航運物流,5608,四維航,航運業,17.05,-5.8,,9.9,08-18 08-19 08-21,2026-08-18,16.2,14.06,
航運物流,2603,長榮,航運業,231.0,-6.1,,4.3,08-17,2026-08-17,232.0,197.2,
航運物流,2613,中櫃,航運業,23.0,-6.1,,8.6,08-19 08-21,2026-08-19,23.4,19.89,
航運物流,2606,裕民,航運業,72.0,-7.7,,10.4,08-25,2026-08-25,76.0,64.6,
航運物流,2615,萬海,航運業,115.0,-9.1,,4.2,08-14 08-17 08-18 08-20 08-21,2026-08-14,91.3,94.88,
航運物流,2609,陽明,航運業,57.6,-9.4,,5.6,08-17 08-19 08-21,2026-08-17,55.1,48.38,
AI 伺服器與散熱,3017,奇鋐,電腦及週邊設備業,3155.0,6.9,,2.2,08-13,2026-08-06,2917.69,2480.04,
AI 伺服器與散熱,2357,華碩,電腦及週邊設備業,971.0,5.0,,3.6,08-14,2026-08-14,985.0,837.25,
AI 伺服器與散熱,2376,技嘉,電腦及週邊設備業,351.5,1.2,,2.3,08-13,2026-08-13,390.0,331.5,
AI 伺服器與散熱,4938,和碩,電腦及週邊設備業,89.3,0.6,,5.2,08-13,2026-08-13,95.3,81.01,
AI 伺服器與散熱,7711,永擎,電腦及週邊設備業,493.0,-4.3,,2.2,08-13 08-24,2026-08-10,445.5,386.25,
潤泰集團,9945,潤泰新,其他,28.9,0.5,,6.0,08-14,2026-08-14,30.1,25.59,
潤泰集團,2915,潤泰全,貿易百貨,59.3,0.5,,5.7,08-14,2026-08-14,59.5,50.57,
其他,4939,亞電,電子零組件業,78.8,9.9,是,2.2,08-26,2026-08-26,明日開盤,66.98,
其他,6141,柏承,電子零組件業,50.4,9.9,是,2.7,08-26,2026-08-26,明日開盤,42.84,
其他,6533,晶心科,半導體業,269.0,7.0,是,2.2,08-26,2026-08-26,明日開盤,228.65,
其他,2221,大甲,其他,71.4,6.1,是,3.7,08-24 08-25 08-26,2026-08-24,64.0,54.4,
其他,2851,中再保,金融保險業,46.0,5.1,,10.8,08-20 08-21,2026-08-20,48.5,41.23,
其他,2465,麗臺,電腦及週邊設備業,93.6,4.7,,5.4,08-13,2026-08-10,94.6,80.41,
其他,2723,美食-KY,觀光餐旅,79.9,2.8,,4.7,08-21 08-24,2026-08-21,73.0,62.05,
其他,3617,碩天,其他電子業,251.5,1.6,,3.6,08-14 08-17,2026-08-14,250.0,212.5,
其他,3229,晟鈦,電子零組件業,58.1,1.2,,2.5,08-20 08-21,2026-08-12,55.9,47.52,
其他,3005,神基,電腦及週邊設備業,116.0,0.9,,3.6,08-17,2026-08-17,122.0,103.7,
其他,00708L,期元大S&P黃金正2,,90.85,0.2,,2.1,08-24,2026-08-24,90.5,76.92,
其他,2392,正崴,電子零組件業,45.15,0.1,,8.6,08-14,2026-08-14,43.25,36.76,
其他,6108,競國,電子零組件業,22.75,-0.4,,5.8,08-13 08-17 08-19 08-20,2026-08-13,21.7,19.5,
其他,2027,大成鋼,鋼鐵工業,50.0,-1.2,,3.0,08-13,2026-08-06,45.95,39.06,
其他,2881,富邦金,金融保險業,138.5,-2.1,,2.4,08-21 08-25,2026-08-21,135.0,114.75,
