族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
光電與光通訊,6226,光鼎,光電業,36.3,10.0,是,3.6,09-15,2026-09-15,明日開盤,30.85,
光電與光通訊,3441,聯一光,光電業,169.5,5.6,是,2.1,09-15,2026-09-15,明日開盤,144.07,
光電與光通訊,3504,揚明光,光電業,77.0,-1.3,,2.7,09-02,2026-08-27,92.5,78.62,出場
光電與光通訊,6588,東典光電,通信網路業,100.0,-6.5,,2.3,09-07,2026-09-07,118.5,100.72,出場
雲端運算與資安,6811,宏碁資訊,數位雲端,251.0,1.2,,10.0,09-14,2026-09-14,255.5,217.17,
雲端運算與資安,6689,伊雲谷,數位雲端,69.3,-1.7,,27.0,09-14,2026-09-14,71.0,60.35,
雲端運算與資安,7765,中華資安,數位雲端,235.0,-2.1,,12.3,09-14,2026-09-14,255.0,216.75,
雲端運算與資安,6690,安碁資訊,數位雲端,183.5,-2.4,,11.3,09-11 09-14,2026-09-11,181.0,153.85,
雲端運算與資安,2453,凌群,資訊服務業,53.6,-3.1,,15.5,09-14,2026-09-14,54.7,46.5,
雲端運算與資安,6112,邁達特,資訊服務業,48.15,-4.8,,30.4,09-14,2026-09-14,51.6,43.86,
半導體設備與材料,8227,巨有科技,半導體業,249.5,3.5,,4.1,09-10 09-11,2026-09-10,235.0,199.75,
半導體設備與材料,2351,順德,半導體業,251.5,-2.1,,2.1,09-14,2026-09-14,252.5,214.62,
半導體設備與材料,6640,均華,半導體業,1100.0,-2.7,,2.6,09-02 09-04,2026-09-02,1230.0,1045.5,
半導體設備與材料,3680,家登,半導體業,488.5,-3.6,,5.7,09-09,2026-09-09,567.0,481.95,
半導體設備與材料,3094,聯傑,半導體業,42.25,-4.0,,5.8,09-04,2026-09-04,49.0,41.65,
AI 伺服器網卡與連接,6416,瑞祺電通,通信網路業,118.0,-0.8,,3.6,09-08 09-10 09-11,2026-09-08,105.5,89.67,
AI 伺服器網卡與連接,6245,立端,通信網路業,83.7,-2.1,,5.8,09-14,2026-09-14,87.2,74.12,
AI 伺服器網卡與連接,5274,信驊,半導體業,17520.0,-2.6,,2.7,09-02,2026-09-02,17735.0,15074.75,
AI 伺服器網卡與連接,6426,統新,通信網路業,300.0,-3.8,,2.3,09-08 09-09,2026-08-26,269.5,241.5,
金融,5876,上海商銀,金融保險業,49.8,-0.2,,2.4,09-08,2026-09-08,48.25,41.01,
金融,2845,遠東銀,金融保險業,13.6,-1.1,,3.2,09-03,2026-09-03,13.7,11.64,
金融,2884,玉山金,金融保險業,45.65,-1.5,,2.5,09-03,2026-09-03,43.25,36.76,
金融,2801,彰銀,金融保險業,28.0,-1.9,,2.6,09-03,2026-09-03,26.6,22.61,
半導體元件,3141,晶宏,半導體業,91.6,2.9,,11.9,09-02,2026-09-01,93.14,79.17,
半導體元件,6538,倉和,電子零組件業,365.0,-2.0,,3.8,09-04,2026-09-04,295.5,279.38,
半導體元件,8431,匯鑽科,其他電子業,60.1,-3.8,,12.9,09-02 09-03 09-04,2026-09-02,59.1,51.6,
AI 伺服器散熱,3324,雙鴻,其他電子業,1260.0,-3.4,,3.0,09-02,2026-08-31,1300.0,1113.75,
AI 運算與智慧化,7825,和亞智慧,其他電子業,81.0,-12.3,,5.9,09-10,2026-09-10,101.0,85.85,出場
生技醫療,6620,漢達,生技醫療業,122.0,-3.9,,3.6,09-07 09-08,2026-09-07,121.5,103.27,
其他,6227,茂綸,電子通路業,132.5,4.3,是,2.8,09-11 09-15,2026-09-11,130.0,110.5,
其他,2221,大甲,其他,96.1,6.9,,2.4,09-02 09-03 09-10,2026-08-24,64.0,72.38,
其他,6179,亞通,其他,34.85,1.3,,9.0,09-08 09-09 09-10,2026-08-28,30.4,28.65,
其他,4576,大銀微系統,電機機械,230.5,1.1,,2.1,09-02 09-07,2026-09-02,250.0,212.5,
其他,00715L,期街口布蘭特正2,,71.4,1.1,,2.5,09-11,2026-09-11,70.65,60.05,
其他,4961,天鈺,半導體業,178.5,0.3,,2.1,09-08 09-14,2026-09-08,178.0,151.3,
其他,2305,全友,電腦及週邊設備業,44.95,-0.4,,3.3,09-14,2026-09-14,45.6,38.76,
其他,3167,大量,電機機械,792.0,-2.2,,4.0,09-08,2026-09-08,939.0,798.15,出場
其他,1560,中砂,電機機械,735.0,-2.4,,3.6,09-11,2026-09-11,775.0,658.75,
其他,6739,竹陞科技,其他電子業,1065.0,-7.0,,2.1,09-10,2026-09-10,1320.0,1122.0,出場
其他,3229,晟鈦,電子零組件業,60.3,-9.9,,2.9,09-11,2026-09-11,68.6,58.31,
其他,5314,世紀*,其他,34.2,-9.9,,4.7,09-09 09-10,2026-09-09,45.35,38.55,出場
