族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
光通訊與光學元件,4956,光鋐,光電業,42.6,9.9,是,6.2,09-18,2026-09-18,明日開盤,36.21,
光通訊與光學元件,6668,中揚光,光電業,49.25,9.9,是,3.1,09-18,2026-09-18,明日開盤,41.86,
光通訊與光學元件,6226,光鼎,光電業,45.7,4.2,是,5.4,09-15 09-18,2026-09-15,39.85,34.28,
光通訊與光學元件,7717,萊德光電-KY,通信網路業,600.0,3.6,是,2.8,09-17 09-18,2026-09-17,601.0,510.85,
光通訊與光學元件,6588,東典光電,通信網路業,117.5,-0.8,,2.3,09-07 09-17,2026-09-07,118.5,100.72,
光通訊與光學元件,3441,聯一光,光電業,185.5,-3.6,,2.0,09-15,2026-09-15,170.0,144.5,
半導體設備與材料,3094,聯傑,半導體業,51.7,10.0,是,2.6,09-18,2026-09-04,49.0,41.65,
半導體設備與材料,3264,欣銓,半導體業,268.5,9.8,是,4.1,09-18,2026-09-18,明日開盤,228.22,
半導體設備與材料,3467,台灣精材,半導體業,77.4,5.3,是,2.7,09-15 09-18,2026-09-15,71.2,60.52,
半導體設備與材料,3229,晟鈦,電子零組件業,64.4,9.9,,2.9,09-11,2026-09-11,68.6,58.31,
半導體設備與材料,8227,巨有科技,半導體業,279.0,8.1,,4.1,09-10 09-11,2026-09-10,235.0,209.25,
半導體設備與材料,2351,順德,半導體業,241.5,1.5,,2.1,09-14,2026-09-14,252.5,214.62,
半導體設備與材料,4961,天鈺,半導體業,183.5,1.4,,2.1,09-08 09-14,2026-09-08,178.0,151.3,
半導體設備與材料,3680,家登,半導體業,533.0,1.1,,5.7,09-09,2026-09-09,567.0,481.95,
特種化學品,4763,材料*-KY,化學工業,50.5,5.9,是,2.0,09-18,2026-09-18,明日開盤,42.92,
特種化學品,4770,上品,化學工業,251.0,3.7,是,3.6,09-07 09-09 09-18,2026-09-07,239.0,203.15,
特種化學品,1727,中華化,化學工業,106.0,1.0,,2.9,09-17,2026-09-17,105.0,89.25,
特種化學品,1709,和益,化學工業,39.2,-8.7,,2.3,09-17,2026-09-17,41.85,35.57,
電子零組件與組裝,3605,宏致,電子零組件業,154.0,10.0,是,2.5,09-18,2026-09-18,明日開盤,130.9,
電子零組件與組裝,6168,宏齊,光電業,38.85,9.9,是,4.2,09-17 09-18,2026-09-17,37.15,31.58,
電子零組件與組裝,2305,全友,電腦及週邊設備業,58.7,8.1,,3.3,09-14,2026-09-14,45.6,44.03,
電子零組件與組裝,2413,環科,電子零組件業,53.1,0.0,,2.1,09-16,2026-09-16,54.2,46.07,
資訊服務與系統整合,6148,驊宏資,資訊服務業,39.85,9.9,是,5.0,09-14 09-15 09-18,2026-09-14,37.5,31.88,
資訊服務與系統整合,6112,邁達特,資訊服務業,52.1,6.9,是,3.7,09-14 09-18,2026-09-14,51.6,43.86,
資訊服務與系統整合,6416,瑞祺電通,通信網路業,120.0,0.8,,3.6,09-08 09-10 09-11,2026-09-08,105.5,90.0,
生技醫療,6945,圓祥生技,生技醫療業,132.0,6.5,是,3.7,09-16 09-18,2026-09-16,119.5,101.58,
生技醫療,6620,漢達,生技醫療業,149.0,1.4,,3.6,09-07 09-08,2026-09-07,121.5,111.75,
生技醫療,7799,禾榮科,生技醫療業,504.0,0.4,,5.2,09-17,2026-09-17,513.0,436.05,
生技醫療,6617,共信-KY,生技醫療業,143.0,0.0,,2.5,09-17,2026-09-17,143.0,121.55,
重電與電網設備,1560,中砂,電機機械,896.0,9.9,是,5.2,09-11 09-17 09-18,2026-09-11,775.0,672.0,
重電與電網設備,3167,大量,電機機械,834.0,2.1,,4.0,09-08,2026-09-08,939.0,798.15,
重電與電網設備,2371,大同,電機機械,29.2,-1.7,,3.6,09-17,2026-09-17,29.85,25.37,
其他,6218,豪勉,通信網路業,61.6,10.0,是,3.7,09-07 09-08 09-16 09-17 09-18,2026-08-25,40.25,46.2,
其他,2468,華經,資訊服務業,45.85,10.0,是,3.4,09-14 09-15 09-18,2026-09-14,40.95,34.81,
其他,2221,大甲,其他,127.5,9.9,是,2.8,09-10 09-16 09-18,2026-08-24,64.0,95.62,
其他,2033,佳大,鋼鐵工業,33.9,9.9,是,2.9,09-17 09-18,2026-09-17,32.45,27.58,
其他,3029,零壹,資訊服務業,125.0,7.8,是,2.2,09-18,2026-09-18,明日開盤,106.25,
其他,6533,晶心科,半導體業,270.5,7.6,是,3.3,09-18,2026-09-18,明日開盤,229.92,
其他,6199,天品,其他,113.0,7.6,是,2.5,09-18,2026-09-18,明日開盤,96.05,
其他,6840,東研信超,其他電子業,108.0,6.4,是,2.7,09-17 09-18,2026-09-17,104.0,88.4,
其他,6133,金橋,電子零組件業,27.45,5.4,是,6.4,09-18,2026-09-18,明日開盤,23.33,
其他,5314,世紀*,其他,30.5,9.9,,4.7,09-09 09-10,2026-09-09,45.35,38.55,出場
其他,6739,竹陞科技,其他電子業,1150.0,6.5,,2.1,09-10,2026-09-10,1320.0,1122.0,
其他,4576,大銀微系統,電機機械,240.0,3.7,,2.1,09-07,2026-09-02,250.0,212.5,
其他,6224,聚鼎,電子零組件業,89.2,3.1,,3.2,09-07,2026-09-07,89.0,75.65,
其他,6426,統新,通信網路業,373.5,2.9,,2.3,09-08 09-09,2026-08-26,269.5,280.12,
其他,6933,AMAX-KY,電腦及週邊設備業,342.0,-1.0,,2.7,09-17,2026-09-17,355.0,301.75,
其他,5876,上海商銀,金融保險業,49.45,-1.0,,2.4,09-08,2026-09-08,48.25,41.01,
其他,6957,裕慶-KY,其他,270.5,-1.3,,6.4,09-16 09-17,2026-09-16,260.0,221.0,
其他,6227,茂綸,電子通路業,132.0,-4.0,,2.8,09-11 09-15,2026-09-11,130.0,110.5,
其他,00715L,期街口布蘭特正2,,66.6,-7.0,,2.5,09-11,2026-09-11,71.35,60.65,
其他,6179,亞通,其他,37.9,-8.6,,9.0,09-08 09-09 09-10,2026-08-28,30.4,31.09,
