族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
其他,1810,和成,玻璃陶瓷,27.15,-6.1,,5.9,07-13 07-14 07-15,2026-07-03,24.6,23.33,
其他,1409,新纖,紡織纖維,24.3,-6.5,,5.9,07-07,2026-07-03,34.1,28.98,出場
其他,6477,安集,光電業,38.1,-7.1,,3.6,07-06 07-09,2026-07-03,37.17,31.65,
其他,6538,倉和,電子零組件業,137.0,-7.4,,3.2,07-14,2026-06-23,133.5,117.0,
其他,2332,友訊,通信網路業,20.5,-8.9,,7.7,07-08 07-13,2026-07-08,24.05,20.44,
其他,5371,中光電,光電業,81.5,-9.0,,4.0,07-06,2026-06-30,89.3,76.5,
其他,8150,南茂,半導體業,110.5,-9.8,,3.0,07-16,2026-07-16,116.0,98.6,
其他,3026,禾伸堂,電子零組件業,690.0,-9.9,,2.9,07-09,2026-07-03,1015.0,862.75,出場
其他,6257,矽格,半導體業,214.5,-9.9,,2.0,07-06,2026-07-06,270.0,229.5,出場
其他,2221,大甲,其他,52.6,-9.9,,3.3,07-16,2026-07-16,58.4,49.64,
其他,7714,創泓科技,數位雲端,181.5,-9.9,,6.2,07-13 07-14,2026-07-03,160.0,155.62,
