族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
半導體 IC 設計,6243,迅杰,半導體業,50.1,-1.8,,9.0,07-16 07-17,2026-07-16,48.0,40.8,
電子通路,5434,崇越,電子通路業,565.0,3.3,,2.2,07-16,2026-07-16,579.0,492.15,
電子通路,3033,威健,電子通路業,50.2,1.8,,5.4,07-15,2026-07-15,56.0,47.6,
碳纖維/高性能材料,1434,福懋,紡織纖維,19.2,1.1,,2.5,07-15,2026-07-02,17.05,14.59,
碳纖維/高性能材料,1723,中碳,化學工業,85.7,-4.2,,3.3,07-16,2026-07-16,88.8,75.48,
航運,2615,萬海,航運業,85.1,-0.1,,3.2,07-21,2026-07-21,85.2,72.42,
其他,2027,大成鋼,鋼鐵工業,43.75,6.3,是,3.7,07-22,2026-07-22,明日開盤,37.19,
其他,2377,微星,電腦及週邊設備業,155.0,6.2,是,2.5,07-22,2026-07-22,明日開盤,131.75,
其他,5490,同亨,電腦及週邊設備業,33.45,5.7,是,3.4,07-22,2026-07-22,明日開盤,28.43,
其他,1810,和成,玻璃陶瓷,34.15,10.0,,5.9,07-13 07-14 07-15,2026-07-03,24.6,25.61,
其他,8039,台虹,電子零組件業,233.0,9.9,,6.3,07-14,2026-07-14,186.0,174.75,
其他,3413,京鼎,半導體業,363.0,8.4,,3.0,07-16,2026-07-07,348.5,296.22,
其他,2332,友訊,通信網路業,23.9,7.2,,7.7,07-13,2026-07-08,24.05,20.44,
其他,6949,沛爾生醫-創,生技醫療業,1010.0,1.6,,2.9,07-15 07-16,2026-07-15,1020.0,867.0,
其他,8050,廣積,電腦及週邊設備業,61.2,1.2,,4.5,07-13,2026-07-13,65.0,55.25,
其他,6538,倉和,電子零組件業,139.0,1.1,,3.2,07-14,2026-06-23,133.5,117.0,
其他,1709,和益,化學工業,27.9,-0.7,,5.1,07-13 07-14,2026-07-01,22.65,21.08,
其他,4764,雙鍵,化學工業,290.5,-0.9,,2.9,07-15,2026-07-15,355.0,301.75,出場
其他,4939,亞電,電子零組件業,70.9,-2.6,,4.0,07-21,2026-07-21,76.9,65.37,
其他,3026,禾伸堂,電子零組件業,663.0,-2.8,,2.9,07-09,2026-07-03,1015.0,862.75,出場
其他,2527,宏璟,建材營造,49.05,-2.9,,2.1,07-13 07-16 07-20,2026-07-13,45.65,38.8,
其他,6477,安集,光電業,40.15,-5.2,,3.6,07-09,2026-07-03,37.17,31.76,
其他,6907,雅特力-KY,半導體業,210.0,-5.4,,2.2,07-14,2026-07-06,190.0,179.25,
其他,4541,晟田,其他,70.6,-6.7,,7.4,07-14,2026-07-01,55.3,56.77,
其他,7714,創泓科技,數位雲端,184.0,-8.5,,6.2,07-13 07-14,2026-07-03,160.0,155.62,
