族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
光電與光通訊,4956,光鋐,光電業,46.85,10.0,是,5.6,09-18 09-21,2026-09-18,42.9,36.47,
光電與光通訊,2409,友達,光電業,33.35,9.9,是,2.9,09-21,2026-09-21,明日開盤,28.35,
光電與光通訊,8215,明基材,光電業,30.05,9.9,是,6.4,09-21,2026-09-21,明日開盤,25.54,
光電與光通訊,6706,惠特,光電業,164.0,9.7,是,2.9,09-21,2026-09-21,明日開盤,139.4,
光電與光通訊,3339,泰谷,光電業,48.5,6.9,是,2.2,09-21,2026-09-21,明日開盤,41.23,
光電與光通訊,6168,宏齊,光電業,42.7,9.9,,4.1,09-17 09-18,2026-09-17,37.15,32.03,
光電與光通訊,6668,中揚光,光電業,50.3,2.1,,3.1,09-18,2026-09-18,49.25,41.86,
光電與光通訊,3437,榮創,光電業,22.3,-0.2,,10.7,09-18,2026-09-18,22.45,19.08,
光電與光通訊,7717,萊德光電-KY,通信網路業,592.0,-1.3,,2.7,09-17 09-18,2026-09-17,601.0,510.85,
光電與光通訊,6226,光鼎,光電業,44.5,-2.6,,5.4,09-15 09-18,2026-09-15,39.85,34.28,
光電與光通訊,3441,聯一光,光電業,177.5,-4.3,,2.0,09-15,2026-09-15,170.0,144.5,
電子零組件與連接器,1569,濱川,電腦及週邊設備業,61.0,9.9,是,8.5,09-11 09-18 09-21,2026-09-11,49.6,45.75,
電子零組件與連接器,3219,倚強科,其他電子業,98.7,9.9,是,3.2,09-21,2026-09-21,明日開盤,83.89,
電子零組件與連接器,6245,立端,通信網路業,88.4,3.3,,5.8,09-14,2026-09-14,87.2,74.12,
電子零組件與連接器,6133,金橋,電子零組件業,28.0,2.0,,6.4,09-18,2026-09-18,27.45,23.33,
電子零組件與連接器,2413,環科,電子零組件業,54.0,1.7,,2.1,09-16,2026-09-16,54.2,46.07,
電子零組件與連接器,3287,廣寰科,電腦及週邊設備業,42.1,-0.6,,3.2,09-17 09-18,2026-09-17,42.3,35.95,
電子零組件與連接器,6739,竹陞科技,其他電子業,1100.0,-4.3,,2.1,09-10,2026-09-10,1320.0,1122.0,出場
半導體設備與元件,3264,欣銓,半導體業,284.0,5.8,是,3.2,09-18 09-21,2026-09-18,274.0,232.9,
半導體設備與元件,6526,達發,半導體業,724.0,4.8,是,4.8,09-21,2026-09-21,明日開盤,615.4,
半導體設備與元件,3094,聯傑,半導體業,56.8,9.9,,2.6,09-18,2026-09-04,49.0,42.6,
半導體設備與元件,3680,家登,半導體業,548.0,2.8,,5.7,09-09,2026-09-09,567.0,481.95,
半導體設備與元件,2351,順德,半導體業,236.5,-2.1,,2.1,09-14,2026-09-14,252.5,214.62,
半導體元件與封裝,7772,耀穎,半導體業,171.0,10.0,是,7.2,09-17 09-18 09-21,2026-09-17,148.0,128.25,
半導體元件與封裝,3178,公準,半導體業,75.9,10.0,是,18.1,09-21,2026-09-21,明日開盤,64.52,
半導體元件與封裝,8227,巨有科技,半導體業,287.5,3.0,,4.1,09-10 09-11,2026-09-10,235.0,215.62,
半導體元件與封裝,4961,天鈺,半導體業,181.5,-1.1,,2.1,09-08 09-14,2026-09-08,178.0,151.3,
半導體元件與封裝,3229,晟鈦,電子零組件業,60.2,-6.5,,2.9,09-11,2026-09-11,68.6,58.31,
網路通訊、資安與軟體,6902,GOGOLOOK,數位雲端,155.0,9.9,是,3.1,09-18 09-21,2026-09-18,155.0,131.75,
網路通訊、資安與軟體,6218,豪勉,通信網路業,67.7,9.9,,3.7,09-08 09-16 09-17 09-18,2026-08-25,40.25,50.77,
網路通訊、資安與軟體,6416,瑞祺電通,通信網路業,121.0,0.8,,3.6,09-08 09-10 09-11,2026-09-08,105.5,90.75,
網路通訊、資安與軟體,7765,中華資安,數位雲端,240.0,-1.2,,12.3,09-14,2026-09-14,255.0,216.75,
網路通訊、資安與軟體,6588,東典光電,通信網路業,113.5,-3.4,,2.3,09-17,2026-09-07,118.5,100.72,
金融服務,2855,統一證,金融保險業,57.3,7.5,是,2.9,09-21,2026-09-21,明日開盤,48.7,
金融服務,5876,上海商銀,金融保險業,49.25,-0.4,,2.4,09-08,2026-09-08,48.25,41.01,
AI 伺服器與週邊,2468,華經,資訊服務業,46.55,1.5,,3.4,09-14 09-15 09-18,2026-09-14,40.95,34.91,
AI 伺服器與週邊,6148,驊宏資,資訊服務業,40.0,0.4,,5.0,09-14 09-15 09-18,2026-09-14,37.5,31.88,
AI 伺服器與週邊,2305,全友,電腦及週邊設備業,58.8,0.2,,3.3,09-14,2026-09-14,45.6,44.1,
AI 伺服器與週邊,6933,AMAX-KY,電腦及週邊設備業,317.5,-7.2,,2.7,09-17,2026-09-17,355.0,301.75,
化學工業,1709,和益,化學工業,43.1,9.9,,2.3,09-17,2026-09-17,41.85,35.57,
化學工業,4763,材料*-KY,化學工業,49.65,-1.7,,2.0,09-18,2026-09-18,51.2,43.52,
化學工業,1727,中華化,化學工業,103.0,-2.8,,2.9,09-17,2026-09-17,105.0,89.25,
重電與電網,2371,大同,電機機械,30.0,2.7,,3.6,09-17,2026-09-17,29.85,25.37,
重電與電網,3167,大量,電機機械,806.0,-3.4,,4.0,09-08,2026-09-08,939.0,798.15,
生技醫療,7799,禾榮科,生技醫療業,522.0,3.6,,5.2,09-17,2026-09-17,513.0,436.05,
生技醫療,6620,漢達,生技醫療業,137.5,-7.7,,3.6,09-08,2026-09-07,121.5,111.75,
鋼鐵工業,2033,佳大,鋼鐵工業,33.95,0.1,,2.9,09-17 09-18,2026-09-17,32.45,27.58,
鋼鐵工業,2030,彰源,鋼鐵工業,24.8,-0.6,,2.2,09-18,2026-09-18,24.8,21.08,
其他,6425,易發,電機機械,75.0,10.0,是,7.2,09-21,2026-09-21,明日開盤,63.75,
其他,1528,恩德,電機機械,27.05,10.0,是,3.6,09-21,2026-09-21,明日開盤,22.99,
其他,3605,宏致,電子零組件業,169.0,9.7,是,3.0,09-18 09-21,2026-09-18,154.0,130.9,
其他,6957,裕慶-KY,其他,290.0,7.2,是,4.2,09-16 09-17 09-21,2026-09-16,260.0,221.0,
其他,2221,大甲,其他,140.0,9.8,,2.8,09-10 09-16 09-18,2026-08-24,64.0,105.0,
其他,4770,上品,化學工業,257.5,2.6,,3.5,09-09 09-18,2026-09-07,239.0,203.15,
其他,6945,圓祥生技,生技醫療業,135.0,2.3,,3.7,09-16 09-18,2026-09-16,119.5,101.58,
其他,1560,中砂,電機機械,914.0,2.0,,5.0,09-11 09-17 09-18,2026-09-11,775.0,685.5,
其他,7792,安葆,其他電子業,344.0,1.5,,4.2,09-18,2026-09-18,339.5,288.57,
其他,6199,天品,其他,114.5,1.3,,2.5,09-18,2026-09-18,112.5,95.62,
其他,6426,統新,通信網路業,374.0,0.1,,2.3,09-08 09-09,2026-08-26,269.5,280.5,
其他,6227,茂綸,電子通路業,132.0,0.0,,2.8,09-11 09-15,2026-09-11,130.0,110.5,
其他,6179,亞通,其他,37.35,-1.5,,9.0,09-08 09-09 09-10,2026-08-28,30.4,31.09,
其他,2348,海悅,其他,73.0,-1.6,,3.4,09-17,2026-09-17,79.0,67.15,
其他,6533,晶心科,半導體業,263.5,-2.6,,3.2,09-18,2026-09-18,269.0,228.65,
其他,00715L,期街口布蘭特正2,,64.85,-2.6,,2.5,09-11,2026-09-11,71.35,60.65,
其他,3029,零壹,資訊服務業,121.0,-3.2,,2.2,09-18,2026-09-18,125.5,106.67,
其他,6811,宏碁資訊,數位雲端,256.5,-3.8,,4.3,09-14 09-18,2026-09-14,255.5,217.17,
其他,5314,世紀*,其他,29.05,-4.6,,4.7,09-09 09-10,2026-09-09,45.28,38.49,出場
其他,6112,邁達特,資訊服務業,49.0,-6.0,,3.7,09-14 09-18,2026-09-14,51.6,43.86,
