族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
AI 伺服器散熱,8431,匯鑽科,其他電子業,68.8,8.0,是,12.9,09-02 09-03 09-04,2026-09-02,59.1,51.6,
AI 伺服器散熱,3324,雙鴻,其他電子業,1485.0,10.0,,3.0,08-31 09-01 09-02,2026-08-31,1300.0,1113.75,
AI 伺服器散熱,2421,建準,電子零組件業,178.0,8.2,,5.8,08-31,2026-08-31,182.0,154.7,
AI 伺服器散熱,7744,崴寶,電子零組件業,545.0,4.6,,2.1,09-02,2026-09-02,538.0,457.3,
AI 伺服器散熱,2354,鴻準,其他電子業,65.6,3.0,,2.5,08-27,2026-08-27,65.3,55.51,
半導體封裝測試與材料,6640,均華,半導體業,1250.0,5.5,是,2.7,09-02 09-04,2026-09-02,1230.0,1045.5,
半導體封裝測試與材料,2351,順德,半導體業,239.5,7.4,,4.9,08-27,2026-08-27,240.0,204.0,
半導體封裝測試與材料,3189,景碩,半導體業,819.0,5.7,,2.1,08-27,2026-08-17,917.0,779.45,
半導體封裝測試與材料,8103,瀚荃,電子零組件業,122.5,1.2,,4.8,08-26 09-01,2026-08-26,115.0,97.75,
半導體 IP 與設計,3094,聯傑,半導體業,46.5,9.9,是,5.8,09-04,2026-09-04,明日開盤,39.52,
半導體 IP 與設計,6533,晶心科,半導體業,264.0,0.0,,2.1,08-26,2026-08-26,268.5,228.22,
生技醫療/疫苗,6617,共信-KY,生技醫療業,123.0,8.4,,2.0,08-26,2026-08-26,128.0,108.8,
生技醫療/疫苗,6491,晶碩,生技醫療業,385.0,1.2,,2.8,08-31,2026-08-31,392.0,333.2,
生技醫療/疫苗,6472,保瑞,生技醫療業,416.0,1.1,,3.3,08-25,2026-08-20,438.5,372.72,
生技醫療/疫苗,6547,高端疫苗,生技醫療業,61.5,-0.5,,2.8,08-26,2026-08-21,55.5,48.75,
生技醫療/疫苗,6782,視陽,生技醫療業,229.5,-2.3,,2.7,08-25 08-26 08-31,2026-08-25,225.0,191.25,
金融金控,2881,富邦金,金融保險業,150.5,2.4,,2.4,08-25,2026-08-21,135.0,114.75,
金融金控,2884,玉山金,金融保險業,43.55,0.8,,2.5,09-03,2026-09-03,43.25,36.76,
金融金控,2801,彰銀,金融保險業,26.6,0.0,,2.6,09-03,2026-09-03,26.6,22.61,
金融金控,2845,遠東銀,金融保險業,13.65,0.0,,3.2,09-03,2026-09-03,13.7,11.64,
電子零組件/連接器,4939,亞電,電子零組件業,87.9,7.9,,5.1,08-26 08-28,2026-08-26,82.1,69.78,
電子零組件/連接器,6141,柏承,電子零組件業,52.5,1.5,,2.3,08-26 08-27 08-28,2026-08-26,53.5,45.48,
電子零組件/連接器,6913,鴻呈,電子零組件業,151.0,1.3,,3.6,08-27 08-31,2026-08-27,162.5,138.12,
電子零組件/連接器,5291,邑昇,電子零組件業,67.0,-2.5,,2.2,09-01,2026-09-01,71.4,60.69,
化合物半導體/第三代半導體,3374,精材,半導體業,430.0,7.5,,2.7,08-31,2026-08-31,422.5,359.12,
化合物半導體/第三代半導體,3141,晶宏,半導體業,102.5,2.5,,11.9,09-01 09-02,2026-09-01,93.5,79.47,
化合物半導體/第三代半導體,3081,聯亞,通信網路業,3170.0,1.6,,2.1,08-26 08-27,2026-08-26,3385.0,2877.25,
光通訊/光纖元件,3234,光環,通信網路業,206.0,5.9,,2.8,08-24 08-25,2026-08-24,155.75,158.25,
光通訊/光纖元件,6426,統新,通信網路業,269.5,1.5,,2.6,08-26,2026-08-26,269.5,229.07,
光通訊/光纖元件,2455,全新,通信網路業,528.0,0.6,,2.5,08-31 09-01,2026-08-31,490.0,416.5,
光學元件/鏡頭,2426,鼎元,光電業,104.5,10.0,,3.9,08-26,2026-08-26,101.5,86.27,
光學元件/鏡頭,3406,玉晶光,光電業,1055.0,6.5,,2.5,08-27 08-28 08-31,2026-08-27,840.0,791.25,
光學元件/鏡頭,8111,立碁,光電業,70.0,-2.8,,4.5,09-01,2026-09-01,75.0,63.75,
光電/面板元件,3504,揚明光,光電業,89.7,2.2,,2.7,08-27 09-02,2026-08-27,92.5,78.62,
光電/面板元件,3543,州巧,光電業,44.7,-0.4,,2.4,08-26,2026-08-17,42.05,40.88,
光電/面板元件,2491,吉祥全,光電業,42.0,-6.7,,3.2,08-26 08-27 08-28,2026-08-26,45.75,42.3,出場
塑化原料,1326,台化,塑膠工業,69.8,0.1,,4.6,09-01,2026-09-01,74.5,63.32,
塑化原料,1312,國喬,塑膠工業,14.6,-2.0,,7.2,08-31,2026-08-31,15.8,13.43,
其他,6538,倉和,電子零組件業,300.0,9.9,是,3.8,09-04,2026-09-04,明日開盤,255.0,
其他,7711,永擎,電腦及週邊設備業,632.0,9.9,,2.2,08-24,2026-08-10,445.5,474.0,
其他,00708L,期元大S&P黃金正2,,83.55,7.3,,2.1,08-24,2026-08-24,92.2,78.37,
其他,7788,松川精密,電子零組件業,335.0,6.3,,2.0,08-27 08-28,2026-08-27,310.0,263.5,
其他,6805,富世達,電子零組件業,2200.0,5.0,,2.2,08-27,2026-08-27,2265.0,1925.25,
其他,6933,AMAX-KY,電腦及週邊設備業,317.0,5.0,,4.3,08-26 08-28 08-31 09-01,2026-08-26,236.5,248.25,
其他,3605,宏致,電子零組件業,118.0,3.1,,2.9,08-31,2026-08-31,128.5,109.22,
其他,4576,大銀微系統,電機機械,238.0,3.0,,2.8,09-02,2026-09-02,250.0,212.5,
其他,009802,富邦旗艦50,,20.23,2.4,,37.0,09-01,2026-09-01,20.35,17.3,
其他,3693,營邦,電腦及週邊設備業,663.0,2.3,,2.0,08-28,2026-08-28,580.0,497.25,
其他,4971,IET-KY,半導體業,624.0,2.1,,2.6,09-01,2026-09-01,654.0,555.9,
其他,1709,和益,化學工業,34.0,1.6,,2.7,08-24 08-26 08-28 09-01,2026-08-13,29.02,27.3,
其他,1101,台泥,水泥工業,24.6,0.6,,2.2,09-01,2026-09-01,25.3,21.5,
其他,2606,裕民,航運業,78.2,0.0,,10.4,08-25,2026-08-25,76.0,64.6,
其他,2612,中航,航運業,63.3,0.0,,10.3,08-25,2026-08-19,58.7,49.9,
其他,2221,大甲,其他,90.8,-0.8,,4.0,08-24 08-25 08-26 08-27 08-28 09-02 09-03,2026-08-24,64.0,68.62,
其他,2201,裕隆,汽車工業,31.1,-1.0,,6.4,08-31 09-01,2026-08-31,30.05,25.54,
其他,1815,富喬,電子零組件業,118.5,-1.2,,2.9,08-26 08-28,2026-08-21,113.0,98.25,
其他,5274,信驊,半導體業,17470.0,-2.1,,2.7,09-02,2026-09-02,17735.0,15074.75,
