族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
工業電腦/邊緣運算,2395,研華,電腦及週邊設備業,556.0,-3.6,,3.2,07-22,2026-07-08,535.48,455.16,
工業電腦/邊緣運算,6579,研揚,電腦及週邊設備業,162.5,-4.1,,3.1,07-23,2026-07-23,181.5,154.28,
工業電腦/邊緣運算,3088,艾訊,電腦及週邊設備業,132.5,-6.4,,4.8,07-23,2026-07-23,149.0,126.65,
工業電腦/邊緣運算,6414,樺漢,電腦及週邊設備業,436.0,-7.0,,2.9,07-21 07-22,2026-07-07,404.0,377.25,
工業電腦/邊緣運算,6166,凌華,電腦及週邊設備業,137.0,-8.7,,9.3,07-23 07-24,2026-07-23,160.5,136.42,
台塑集團/塑化產業,6505,台塑化,油電燃氣業,74.6,-4.2,,2.3,07-15 07-16 07-23,2026-07-02,57.9,69.9,
台塑集團/塑化產業,1326,台化,塑膠工業,60.9,-6.3,,2.2,07-15,2026-07-03,72.8,61.88,出場
台塑集團/塑化產業,1301,台塑,塑膠工業,57.5,-6.8,,2.1,07-23,2026-06-25,56.96,49.65,
台塑集團/塑化產業,1303,南亞,塑膠工業,157.0,-9.8,,2.1,07-15,2026-07-14,217.0,184.45,出場
第三代半導體,5483,中美晶,半導體業,185.0,-9.3,,2.3,07-15,2026-06-17,185.0,206.27,出場
第三代半導體,8150,南茂,半導體業,81.0,-9.9,,3.0,07-16,2026-07-16,116.0,98.6,出場
第三代半導體,3374,精材,半導體業,310.5,-10.0,,2.0,07-22,2026-07-22,411.0,349.35,出場
航運,2615,萬海,航運業,83.6,-0.5,,3.2,07-21,2026-07-21,85.2,72.42,
航運,2634,漢翔,航運業,60.9,-1.5,,2.2,07-21,2026-06-29,51.5,53.62,
電子通路,5434,崇越,電子通路業,517.0,-4.8,,2.2,07-16,2026-07-16,579.0,492.15,
電子通路,3033,威健,電子通路業,45.95,-6.1,,5.4,07-15,2026-07-15,56.0,47.6,出場
5G/通信網路設備,6416,瑞祺電通,通信網路業,95.8,-3.4,,3.6,07-22,2026-07-08,91.42,77.71,
5G/通信網路設備,3669,圓展,通信網路業,40.45,-4.9,,16.4,07-27,2026-07-27,41.0,34.85,
精密機械/自動化元件,3685,元創精密,電機機械,36.05,-7.6,,2.6,07-15 07-24,2026-07-14,37.6,31.96,
精密機械/自動化元件,4534,慶騰,電機機械,33.1,-9.9,,2.6,07-15 07-16,2026-07-15,38.6,32.81,
其他,6243,迅杰,半導體業,49.6,0.8,,2.9,07-16 07-17 07-24,2026-07-16,48.0,40.8,
其他,9914,美利達,運動休閒,77.2,-1.0,,6.9,07-16,2026-07-16,82.2,69.87,
其他,1229,聯華,食品工業,40.9,-1.9,,2.7,07-23,2026-07-23,42.35,36.0,
其他,1434,福懋,紡織纖維,18.0,-2.7,,2.5,07-15,2026-07-02,17.05,14.62,
其他,4764,雙鍵,化學工業,281.0,-4.6,,3.0,07-15,2026-07-15,350.44,297.88,出場
其他,2377,微星,電腦及週邊設備業,139.0,-5.1,,2.5,07-22,2026-07-22,157.5,133.88,
其他,2027,大成鋼,鋼鐵工業,42.2,-5.3,,3.7,07-22,2026-07-22,44.7,38.0,
其他,3577,泓格,電腦及週邊設備業,128.0,-5.9,,3.3,07-23,2026-07-23,157.0,133.45,出場
其他,1810,和成,玻璃陶瓷,24.85,-6.2,,5.9,07-15,2026-07-03,24.6,25.61,出場
其他,3413,京鼎,半導體業,308.0,-6.4,,3.0,07-16,2026-07-07,348.5,296.22,
其他,6577,勁豐,電腦及週邊設備業,83.4,-6.8,,24.0,07-23 07-24,2026-07-23,89.0,75.65,
其他,3402,漢科,其他電子業,120.5,-7.3,,2.3,07-15,2026-07-15,148.06,125.85,出場
其他,4939,亞電,電子零組件業,55.5,-8.1,,4.0,07-21,2026-07-21,76.9,65.37,出場
其他,6944,兆聯實業,綠能環保,715.0,-9.0,,2.3,07-23,2026-07-23,809.0,687.65,
其他,8383,千附,半導體業,76.5,-9.6,,5.5,07-15,2026-07-13,80.54,68.46,
其他,6949,沛爾生醫-創,生技醫療業,891.0,-9.9,,2.9,07-15 07-16,2026-07-15,1020.0,867.0,
其他,8039,台虹,電子零組件業,194.5,-10.0,,2.7,07-23,2026-07-14,186.0,192.0,
