族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
工業電腦/邊緣運算,6166,凌華,電腦及週邊設備業,166.5,4.4,是,9.4,07-23 07-24,2026-07-23,160.5,136.42,
工業電腦/邊緣運算,6414,樺漢,電腦及週邊設備業,500.0,-0.6,,2.9,07-21 07-22,2026-07-07,404.0,377.25,
工業電腦/邊緣運算,6579,研揚,電腦及週邊設備業,180.5,-1.6,,3.1,07-23,2026-07-23,181.5,154.28,
工業電腦/邊緣運算,2395,研華,電腦及週邊設備業,581.0,-3.2,,3.2,07-22,2026-07-08,535.48,455.16,
半導體設備與零件,6243,迅杰,半導體業,52.2,9.9,是,2.9,07-16 07-17 07-24,2026-07-16,48.0,40.8,
半導體設備與零件,8383,千附,半導體業,90.4,2.7,,5.5,07-13 07-14 07-15,2026-07-13,80.54,68.46,
半導體設備與零件,3402,漢科,其他電子業,136.5,-4.5,,2.3,07-15,2026-07-15,148.06,125.85,
電子零組件與週邊,6577,勁豐,電腦及週邊設備業,94.4,9.9,是,24.2,07-23 07-24,2026-07-23,89.0,75.65,
電子零組件與週邊,8050,廣積,電腦及週邊設備業,59.6,-2.1,,4.5,07-13,2026-07-13,62.78,53.37,
電子零組件與週邊,6538,倉和,電子零組件業,133.5,-7.9,,3.2,07-14,2026-06-23,133.5,117.0,
台塑集團,1301,台塑,塑膠工業,62.7,-5.3,,2.1,07-14 07-23,2026-06-25,56.96,49.65,
台塑集團,1326,台化,塑膠工業,67.5,-5.9,,2.2,07-15,2026-07-03,72.8,61.88,
台塑集團,6505,台塑化,油電燃氣業,85.8,-7.9,,2.3,07-13 07-14 07-15 07-16 07-23,2026-07-02,57.9,69.9,
台塑集團,1303,南亞,塑膠工業,177.5,-9.9,,2.1,07-14 07-15,2026-07-14,217.0,184.45,出場
化合物半導體/磊晶,5483,中美晶,半導體業,203.5,-4.2,,2.3,07-14 07-15,2026-06-17,185.0,206.27,出場
化合物半導體/磊晶,8150,南茂,半導體業,90.8,-7.5,,3.0,07-16,2026-07-16,116.0,98.6,出場
化合物半導體/磊晶,3374,精材,半導體業,365.0,-9.4,,2.0,07-22,2026-07-22,411.0,349.35,
化合物半導體/磊晶,3532,台勝科,半導體業,379.5,-10.0,,4.9,07-14,2026-07-14,535.0,454.75,出場
基礎化學原料,1723,中碳,化學工業,88.1,-1.5,,3.3,07-16,2026-07-16,88.8,75.48,
基礎化學原料,1325,恆大,塑膠工業,27.7,-1.9,,16.4,07-23,2026-07-23,27.7,23.55,
基礎化學原料,2103,台橡,橡膠工業,23.3,-2.3,,2.4,07-14,2026-07-03,25.5,21.68,
基礎化學原料,1709,和益,化學工業,26.25,-3.5,,5.1,07-13 07-14,2026-07-01,22.65,21.08,
航太與國防,2634,漢翔,航運業,65.4,5.7,,2.2,07-13 07-14 07-21,2026-06-29,51.5,53.62,
航太與國防,6753,龍德造船,航運業,140.0,1.1,,2.2,07-13,2026-07-03,160.0,136.0,
航太與國防,2645,長榮航太,航運業,196.5,-0.8,,2.1,07-13,2026-06-30,184.08,188.62,
網路通訊設備,2332,友訊,通信網路業,22.1,-1.3,,7.7,07-13,2026-07-08,24.05,20.44,
網路通訊設備,3088,艾訊,電腦及週邊設備業,150.5,-2.3,,4.8,07-23,2026-07-23,149.0,126.65,
網路通訊設備,3577,泓格,電腦及週邊設備業,146.5,-8.4,,3.3,07-23,2026-07-23,157.0,133.45,
航運,2615,萬海,航運業,87.0,3.0,,3.2,07-21,2026-07-21,85.2,72.42,
航運,2630,亞航,航運業,53.9,1.1,,5.5,07-13 07-14,2026-07-01,50.8,46.72,
自行車出口,9921,巨大,運動休閒,88.7,3.7,,2.3,07-13,2026-07-13,79.2,67.32,
自行車出口,9914,美利達,運動休閒,78.9,1.0,,6.9,07-16,2026-07-16,82.2,69.87,
其他,3685,元創精密,電機機械,41.0,9.8,是,2.6,07-14 07-15 07-24,2026-07-14,37.6,31.96,
其他,4541,晟田,其他,71.4,3.8,,7.4,07-14,2026-07-01,55.3,56.77,
其他,4534,慶騰,電機機械,40.8,1.7,,2.6,07-15 07-16,2026-07-15,38.6,32.81,
其他,3033,威健,電子通路業,50.0,-1.0,,5.4,07-15,2026-07-15,56.0,47.6,
其他,5434,崇越,電子通路業,552.0,-1.3,,2.2,07-16,2026-07-16,579.0,492.15,
其他,6949,沛爾生醫-創,生技醫療業,992.0,-1.3,,2.9,07-15 07-16,2026-07-15,1020.0,867.0,
其他,1434,福懋,紡織纖維,19.15,-1.8,,2.5,07-15,2026-07-02,17.05,14.62,
其他,2027,大成鋼,鋼鐵工業,43.55,-1.9,,3.7,07-22,2026-07-22,44.7,38.0,
其他,1229,聯華,食品工業,41.65,-2.0,,2.7,07-23,2026-07-23,42.35,36.0,
其他,6416,瑞祺電通,通信網路業,103.5,-2.8,,3.6,07-22,2026-07-08,94.0,79.9,
其他,2377,微星,電腦及週邊設備業,146.5,-3.6,,2.5,07-22,2026-07-22,157.5,133.88,
其他,3413,京鼎,半導體業,327.5,-4.0,,3.0,07-16,2026-07-07,348.5,296.22,
其他,8039,台虹,電子零組件業,240.0,-6.2,,2.7,07-14 07-23,2026-07-14,186.0,192.0,
其他,1810,和成,玻璃陶瓷,28.6,-7.0,,5.9,07-13 07-14 07-15,2026-07-03,24.6,25.61,
其他,4764,雙鍵,化學工業,279.5,-8.5,,3.0,07-15,2026-07-15,350.44,297.88,出場
其他,4939,亞電,電子零組件業,62.7,-9.9,,4.0,07-21,2026-07-21,76.9,65.37,出場
