族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
光電與顯示技術,2409,友達,光電業,36.65,9.9,是,3.6,09-21 09-22,2026-09-21,34.9,29.67,
光電與顯示技術,6278,台表科,光電業,213.5,9.8,是,3.0,09-22,2026-09-22,明日開盤,181.47,
光電與顯示技術,6168,宏齊,光電業,44.0,3.0,,4.1,09-17 09-18,2026-09-17,37.15,33.0,
光電與顯示技術,6706,惠特,光電業,149.0,-9.1,,2.8,09-21,2026-09-21,165.5,140.67,
光電與顯示技術,4956,光鋐,光電業,42.2,-9.9,,5.6,09-18 09-21,2026-09-18,42.9,36.47,
精密機械與金屬加工,1569,濱川,電腦及週邊設備業,64.2,5.2,是,9.9,09-11 09-18 09-21 09-22,2026-09-11,49.6,48.15,
精密機械與金屬加工,1560,中砂,電機機械,950.0,3.9,是,2.3,09-11 09-17 09-18 09-22,2026-09-11,775.0,712.5,
精密機械與金屬加工,1528,恩德,電機機械,26.15,-3.3,,3.6,09-21,2026-09-21,27.35,23.25,
半導體設備與材料,6526,達發,半導體業,764.0,5.5,是,6.5,09-21 09-22,2026-09-21,736.0,625.6,
半導體設備與材料,8227,巨有科技,半導體業,305.0,6.1,,4.1,09-10 09-11,2026-09-10,235.0,228.75,
半導體設備與材料,2351,順德,半導體業,238.5,0.8,,2.1,09-14,2026-09-14,252.5,214.62,
半導體設備與材料,3680,家登,半導體業,538.0,-1.8,,5.7,09-09,2026-09-09,567.0,481.95,
半導體設備與材料,3264,欣銓,半導體業,276.5,-2.6,,3.2,09-18 09-21,2026-09-18,274.0,232.9,
半導體設備與材料,3094,聯傑,半導體業,52.6,-7.4,,2.6,09-18,2026-09-04,49.0,42.6,
化學工業與特用材料,1709,和益,化學工業,45.95,6.6,是,4.6,09-17 09-22,2026-09-17,41.85,35.57,
化學工業與特用材料,1727,中華化,化學工業,106.0,2.9,,2.9,09-17,2026-09-17,105.0,89.25,
化學工業與特用材料,4763,材料*-KY,化學工業,48.05,-3.2,,2.0,09-18,2026-09-18,51.2,43.52,
通訊網路與光電傳輸,7717,萊德光電-KY,通信網路業,595.0,0.5,,2.7,09-17 09-18,2026-09-17,601.0,510.85,
通訊網路與光電傳輸,6426,統新,通信網路業,356.0,-4.8,,2.3,09-09,2026-08-26,269.5,280.5,
通訊網路與光電傳輸,6218,豪勉,通信網路業,61.0,-9.9,,3.7,09-16 09-17 09-18,2026-08-25,40.25,50.77,
電子零組件與模組,3605,宏致,電子零組件業,171.5,1.5,,3.0,09-18 09-21,2026-09-18,154.0,130.9,
電子零組件與模組,2413,環科,電子零組件業,53.0,-1.9,,2.1,09-16,2026-09-16,54.2,46.07,
其他,7792,安葆,其他電子業,378.0,9.9,是,4.7,09-18 09-22,2026-09-18,339.5,288.57,
其他,6902,GOGOLOOK,數位雲端,169.5,9.4,是,25.5,09-18 09-21 09-22,2026-09-18,155.0,131.75,
其他,6199,天品,其他,116.5,1.7,,2.5,09-18,2026-09-18,112.5,95.62,
其他,2855,統一證,金融保險業,56.9,-0.7,,2.9,09-21,2026-09-21,57.3,48.7,
其他,7799,禾榮科,生技醫療業,508.0,-2.7,,5.2,09-17,2026-09-17,513.0,436.05,
其他,6533,晶心科,半導體業,254.5,-3.4,,3.2,09-18,2026-09-18,269.0,228.65,
其他,6179,亞通,其他,35.85,-4.0,,9.0,09-09 09-10,2026-08-28,30.4,31.09,
其他,5314,世紀*,其他,26.15,-10.0,,4.7,09-09 09-10,2026-09-09,45.28,38.49,出場
