族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
台塑集團,1301,台塑,塑膠工業,63.6,5.6,是,2.1,07-02 07-03 07-14,2026-06-25,56.96,48.42,
台塑集團,1303,南亞,塑膠工業,210.0,5.3,是,2.2,07-14,2026-07-14,明日開盤,178.5,
台塑集團,6505,台塑化,油電燃氣業,66.2,4.9,是,3.7,07-02 07-13 07-14,2026-07-02,57.9,49.65,
台塑集團,1326,台化,塑膠工業,67.0,3.1,,2.6,07-03,2026-07-03,72.8,61.88,
半導體材料與特氣,8383,千附,半導體業,84.2,9.9,是,3.9,07-13 07-14,2026-07-13,83.0,70.55,
半導體材料與特氣,3532,台勝科,半導體業,510.0,9.8,是,4.9,07-14,2026-07-14,明日開盤,433.5,
半導體材料與特氣,3413,京鼎,半導體業,337.5,1.0,,4.4,07-07,2026-07-07,348.5,296.22,
半導體材料與特氣,6138,茂達,半導體業,333.0,-4.3,,2.8,07-02,2026-07-02,428.0,363.8,出場
基礎化學與電子化學品,1810,和成,玻璃陶瓷,28.8,9.9,是,5.6,07-03 07-13 07-14,2026-07-03,24.6,21.6,
基礎化學與電子化學品,1709,和益,化學工業,28.05,4.7,是,5.2,07-01 07-06 07-13 07-14,2026-07-01,22.65,21.04,
基礎化學與電子化學品,1708,東鹼,化學工業,56.6,1.4,,2.2,07-03,2026-07-03,64.2,54.57,
基礎化學與電子化學品,1717,長興,化學工業,70.0,-3.6,,6.8,07-06,2026-07-06,86.8,73.78,出場
電子零組件與模組,8039,台虹,電子零組件業,185.5,9.8,是,6.5,07-14,2026-07-14,明日開盤,157.67,
電子零組件與模組,5328,華容,電子零組件業,64.0,-2.1,,2.2,07-02,2026-07-02,80.1,68.08,出場
電子零組件與模組,2484,希華,電子零組件業,80.5,-4.5,,2.5,07-03,2026-07-03,98.1,83.38,出場
電子零組件與模組,2375,凱美,電子零組件業,172.0,-7.0,,2.1,07-01,2026-07-01,225.5,191.67,出場
電子零組件與模組,3026,禾伸堂,電子零組件業,815.0,-9.9,,2.9,07-03 07-09,2026-07-03,1015.0,862.75,出場
矽晶圓,5483,中美晶,半導體業,253.0,9.3,是,2.9,07-01 07-14,2026-06-17,187.0,189.75,
矽晶圓,6488,環球晶,半導體業,1515.0,2.0,,5.1,07-06,2026-07-06,1320.0,1136.25,
