族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
被動元件,3219,倚強科,其他電子業,88.8,-0.2,,4.1,08-27 08-31,2026-08-27,84.5,71.83,
電子零組件/模組,7788,松川精密,電子零組件業,320.5,9.9,,2.0,08-27 08-28,2026-08-27,310.0,263.5,
電子零組件/模組,6805,富世達,電子零組件業,2295.0,6.5,,2.2,08-27,2026-08-27,2265.0,1925.25,
電子零組件/模組,3605,宏致,電子零組件業,129.5,4.4,,2.9,08-31,2026-08-31,128.5,109.22,
電子零組件/模組,1815,富喬,電子零組件業,126.0,-1.6,,2.9,08-28,2026-08-21,107.2,96.05,
半導體設備/零件,4971,IET-KY,半導體業,621.0,2.6,,2.6,09-01,2026-09-01,654.0,555.9,
半導體設備/零件,6640,均華,半導體業,1200.0,-1.2,,2.6,09-02 09-04,2026-09-02,1230.0,1045.5,
半導體設備/零件,3141,晶宏,半導體業,93.9,-1.6,,11.9,09-01 09-02,2026-09-01,93.5,79.47,
AI 伺服器/邊緣運算,6933,AMAX-KY,電腦及週邊設備業,338.0,6.5,,4.3,08-28 08-31 09-01,2026-08-26,236.5,253.5,
AI 伺服器/邊緣運算,6218,豪勉,通信網路業,46.9,0.4,,4.8,09-02 09-07 09-08,2026-08-25,40.25,35.18,
AI 伺服器/邊緣運算,8431,匯鑽科,其他電子業,61.2,-3.3,,12.9,09-02 09-03 09-04,2026-09-02,59.1,51.6,
AI 伺服器散熱,3324,雙鴻,其他電子業,1385.0,3.4,,3.0,08-31 09-01 09-02,2026-08-31,1300.0,1113.75,
AI 伺服器散熱,2421,建準,電子零組件業,167.5,-0.3,,5.8,08-31,2026-08-31,182.0,154.7,
第三代半導體,3374,精材,半導體業,478.5,0.7,,2.7,08-31,2026-08-31,422.5,359.12,
第三代半導體,3081,聯亞,通信網路業,2850.0,-0.5,,2.1,08-27,2026-08-26,3385.0,2877.25,出場
AI 伺服器管理/控制,3693,營邦,電腦及週邊設備業,700.0,4.6,,2.0,08-28,2026-08-28,580.0,525.0,
AI 伺服器管理/控制,5274,信驊,半導體業,18605.0,-3.2,,2.7,09-02,2026-09-02,17735.0,15074.75,
半導體材料/特種化學品,6224,聚鼎,電子零組件業,84.5,-0.1,,3.2,09-07,2026-09-07,89.0,75.65,
半導體材料/特種化學品,3094,聯傑,半導體業,40.8,-1.1,,5.8,09-04,2026-09-04,49.0,41.65,出場
其他,6179,亞通,其他,36.4,10.0,是,7.5,08-28 09-08 09-09,2026-08-28,30.4,27.3,
其他,5314,世紀*,其他,42.55,9.9,是,8.0,09-09,2026-09-09,明日開盤,36.17,
其他,6620,漢達,生技醫療業,132.0,6.5,,3.6,09-07 09-08,2026-09-07,121.5,103.27,
其他,4576,大銀微系統,電機機械,244.0,3.6,,2.1,09-02 09-07,2026-09-02,250.0,212.5,
其他,2221,大甲,其他,87.8,2.3,,4.0,08-27 08-28 09-02 09-03,2026-08-24,64.0,68.62,
其他,1101,台泥,水泥工業,24.75,1.9,,2.2,09-01,2026-09-01,25.3,21.5,
其他,1326,台化,塑膠工業,71.8,1.7,,4.6,09-01,2026-09-01,74.5,63.32,
其他,2201,裕隆,汽車工業,30.5,0.2,,6.4,08-31 09-01,2026-08-31,30.05,25.54,
其他,2354,鴻準,其他電子業,64.5,0.0,,2.5,08-27,2026-08-27,65.3,55.51,
其他,6416,瑞祺電通,通信網路業,105.5,0.0,,4.8,09-08,2026-09-08,105.5,89.67,
其他,4961,天鈺,半導體業,177.0,-0.3,,6.8,09-08,2026-09-08,178.0,151.3,
其他,3167,大量,電機機械,900.0,-4.1,,4.0,09-08,2026-09-08,939.0,798.15,
