族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
航運,2609,陽明,航運業,59.0,5.0,是,4.9,08-17 08-19,2026-08-17,55.1,46.83,
航運,2605,新興,航運業,36.75,4.4,是,10.1,08-18 08-19,2026-08-18,35.9,30.52,
航運,2615,萬海,航運業,106.5,1.4,,5.1,08-14 08-17 08-18,2026-08-14,91.3,79.88,
航運,2603,長榮,航運業,240.5,1.1,,4.3,08-17,2026-08-17,232.0,197.2,
光通訊/光纖,3490,單井,光電業,46.8,5.2,是,3.4,08-18 08-19,2026-08-18,43.7,37.15,
光通訊/光纖,3234,光環,通信網路業,147.5,1.0,,2.8,08-17,2026-08-17,149.0,126.65,
AI 伺服器與品牌,2357,華碩,電腦及週邊設備業,925.0,1.6,,3.6,08-14,2026-08-14,985.0,837.25,
AI 伺服器與品牌,6206,飛捷,電腦及週邊設備業,144.5,0.7,,2.4,08-10,2026-08-04,142.5,121.12,
AI 伺服器與品牌,2376,技嘉,電腦及週邊設備業,348.5,0.1,,2.3,08-13,2026-08-13,390.0,331.5,
AI 伺服器與品牌,3005,神基,電腦及週邊設備業,117.5,0.0,,3.6,08-17,2026-08-17,122.0,103.7,
AI 伺服器與品牌,2465,麗臺,電腦及週邊設備業,85.9,-0.3,,5.4,08-10 08-12 08-13,2026-08-10,94.6,80.41,
AI 伺服器與品牌,7711,永擎,電腦及週邊設備業,490.0,-0.4,,3.7,08-10 08-12 08-13,2026-08-10,445.5,378.68,
AI 伺服器與品牌,2377,微星,電腦及週邊設備業,146.5,-1.0,,3.1,08-12,2026-08-12,171.0,145.35,
AI 伺服器與品牌,2425,承啟,電腦及週邊設備業,39.0,-1.4,,2.5,08-07,2026-08-04,51.0,43.35,出場
AI 伺服器與品牌,2364,倫飛,電腦及週邊設備業,82.6,-2.6,,6.5,08-13 08-17,2026-08-13,82.0,69.7,
半導體封裝/載板,3037,欣興,電子零組件業,1130.0,-1.3,,2.3,08-17,2026-08-17,1130.0,960.5,
半導體封裝/載板,3189,景碩,半導體業,849.0,-1.8,,2.9,08-17,2026-08-17,917.0,779.45,
電子製造服務 (EMS),2392,正崴,電子零組件業,41.05,1.9,,8.6,08-14,2026-08-14,43.25,36.76,
電子製造服務 (EMS),4938,和碩,電腦及週邊設備業,89.4,-1.8,,5.2,08-13,2026-08-13,95.3,81.01,
潤泰集團,2915,潤泰全,貿易百貨,61.8,1.6,,5.7,08-14,2026-08-14,59.5,50.57,
潤泰集團,9945,潤泰新,其他,29.8,0.3,,6.0,08-14,2026-08-14,30.1,25.59,
半導體設計與 IP,6533,晶心科,半導體業,248.5,1.4,,3.1,08-07,2026-08-07,254.0,215.9,
半導體設計與 IP,3617,碩天,其他電子業,257.0,0.6,,3.6,08-14 08-17,2026-08-14,250.0,212.5,
基礎化學與橡膠,1709,和益,化學工業,32.55,-0.5,,2.3,08-13 08-17,2026-08-13,29.9,25.41,
基礎化學與橡膠,2103,台橡,橡膠工業,27.25,-2.2,,5.0,08-10 08-11,2026-08-10,27.8,23.63,
AI 散熱,3017,奇鋐,電腦及週邊設備業,3095.0,2.6,,2.2,08-06 08-13,2026-08-06,2917.69,2480.04,
矽晶圓/半導體材料,6187,萬潤,半導體業,1305.0,3.6,,2.0,08-13,2026-08-13,1275.0,1083.75,
電子分銷與通路,3022,威強電,電腦及週邊設備業,91.9,-1.0,,2.6,08-10,2026-08-05,94.54,81.68,
其他,5608,四維航,航運業,17.5,9.7,是,18.2,08-18 08-19,2026-08-18,16.2,13.77,
其他,3498,陽程,其他電子業,190.5,9.5,,3.0,08-18,2026-08-18,170.0,144.5,
其他,9921,巨大,運動休閒,104.0,6.8,,2.7,08-10 08-11,2026-08-10,99.9,84.92,
其他,3229,晟鈦,電子零組件業,51.8,1.4,,3.2,08-12,2026-08-12,55.9,47.52,
其他,8112,至上,電子通路業,91.0,0.8,,4.6,08-11,2026-08-11,100.0,85.0,
其他,2542,興富發,建材營造,48.15,0.8,,2.0,08-13,2026-08-13,46.2,39.27,
其他,2027,大成鋼,鋼鐵工業,50.0,0.6,,3.0,08-06 08-13,2026-08-06,45.95,39.06,
其他,2006,東和鋼鐵,鋼鐵工業,81.3,0.6,,3.2,08-06,2026-08-03,78.8,66.98,
其他,3704,合勤控,通信網路業,41.5,0.4,,2.4,08-10,2026-08-10,47.2,40.12,
其他,9939,宏全,其他,130.0,0.4,,3.2,08-06,2026-08-06,142.5,121.12,
其他,6538,倉和,電子零組件業,191.5,-0.3,,2.5,08-14,2026-08-05,152.5,144.0,
其他,1608,華榮,電器電纜,35.3,-0.4,,3.9,08-12,2026-08-12,37.95,32.26,
其他,5904,寶雅*,居家生活,78.0,-0.9,,4.9,08-11,2026-07-29,72.0,65.32,
其他,3605,宏致,電子零組件業,119.0,-1.7,,2.5,08-06,2026-08-05,101.05,99.0,
其他,2059,川湖,電子零組件業,14095.0,-1.9,,2.8,08-18,2026-08-18,13895.0,11810.75,
其他,4566,時碩工業,電機機械,70.0,-4.8,,3.5,08-07,2026-08-07,79.9,67.92,
其他,2359,所羅門,其他電子業,161.0,-9.3,,2.2,08-10,2026-08-10,150.0,133.12,
