族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
未分類,4770,上品,化學工業,275.0,10.0,是,4.3,09-18 09-23,2026-09-07,239.0,206.25,
未分類,6526,達發,半導體業,840.0,9.9,是,5.0,09-21 09-22 09-23,2026-09-21,736.0,630.0,
未分類,7792,安葆,其他電子業,415.5,9.9,是,4.9,09-18 09-22 09-23,2026-09-18,339.5,311.62,
未分類,1727,中華化,化學工業,116.5,9.9,是,3.6,09-17 09-23,2026-09-17,105.0,89.25,
未分類,3016,嘉晶,半導體業,145.5,9.8,是,2.7,09-23,2026-09-23,明日開盤,123.67,
未分類,4923,力士,半導體業,66.7,8.6,是,4.9,09-23,2026-09-23,明日開盤,56.69,
未分類,6456,GIS-KY,光電業,78.6,6.8,是,5.7,09-23,2026-09-23,明日開盤,66.81,
未分類,3529,力旺,半導體業,3305.0,6.3,是,2.2,09-23,2026-09-23,明日開盤,2809.25,
未分類,2254,巨鎧精密-創,汽車工業,86.6,5.5,是,2.5,09-23,2026-09-23,明日開盤,73.61,
未分類,1709,和益,化學工業,48.3,5.1,是,3.9,09-17 09-22 09-23,2026-09-17,41.85,36.22,
未分類,1101,台泥,水泥工業,25.65,4.5,是,2.5,09-23,2026-09-23,明日開盤,21.8,
未分類,7799,禾榮科,生技醫療業,531.0,4.5,是,3.5,09-17 09-23,2026-09-17,513.0,436.05,
未分類,6122,擎邦,電機機械,55.2,4.3,是,5.8,09-23,2026-09-23,明日開盤,46.92,
未分類,00909,國泰數位支付服務,,52.7,4.2,是,2.4,09-21 09-23,2026-09-21,52.25,44.41,
未分類,6933,AMAX-KY,電腦及週邊設備業,350.0,9.9,,2.7,09-17,2026-09-17,355.0,301.75,
未分類,6870,騰雲,數位雲端,328.5,9.9,,4.4,09-11 09-15,2026-09-07,305.0,259.25,
未分類,2305,全友,電腦及週邊設備業,63.6,6.0,,3.3,09-14,2026-09-14,45.6,47.7,
未分類,3605,宏致,電子零組件業,180.0,5.0,,3.0,09-18 09-21,2026-09-18,154.0,135.0,
未分類,6199,天品,其他,122.0,4.7,,2.5,09-18,2026-09-18,112.5,95.62,
未分類,4956,光鋐,光電業,43.55,3.2,,5.6,09-18 09-21,2026-09-18,42.9,36.47,
未分類,3094,聯傑,半導體業,54.3,3.2,,2.6,09-18,2026-09-04,49.0,42.6,
未分類,2221,大甲,其他,158.5,2.9,,2.8,09-10 09-16 09-18,2026-08-24,64.0,118.88,
未分類,7717,萊德光電-KY,通信網路業,608.0,2.2,,2.7,09-17 09-18,2026-09-17,601.0,510.85,
未分類,8227,巨有科技,半導體業,310.0,1.6,,4.1,09-10 09-11,2026-09-10,235.0,232.5,
未分類,2030,彰源,鋼鐵工業,27.65,1.5,,4.0,09-18 09-22,2026-09-18,24.8,21.08,
未分類,2855,統一證,金融保險業,57.7,1.4,,2.9,09-21,2026-09-21,57.3,48.7,
未分類,6617,共信-KY,生技醫療業,142.0,0.7,,2.5,09-17,2026-09-17,143.0,121.55,
未分類,1560,中砂,電機機械,955.0,0.5,,2.3,09-11 09-17 09-18 09-22,2026-09-11,775.0,716.25,
未分類,6218,豪勉,通信網路業,61.3,0.5,,3.7,09-16 09-17 09-18,2026-08-25,40.25,50.77,
未分類,6588,東典光電,通信網路業,112.5,0.4,,2.3,09-17,2026-09-07,118.5,100.72,
未分類,6416,瑞祺電通,通信網路業,116.0,0.4,,3.6,09-10 09-11,2026-09-08,105.5,90.75,
未分類,3229,晟鈦,電子零組件業,57.4,0.2,,2.9,09-11,2026-09-11,68.6,58.31,出場
未分類,6425,易發,電機機械,72.8,0.1,,7.1,09-21,2026-09-21,74.8,63.58,
未分類,6227,茂綸,電子通路業,134.5,-0.4,,2.8,09-11 09-15,2026-09-11,130.0,110.5,
未分類,6902,GOGOLOOK,數位雲端,168.5,-0.6,,25.5,09-18 09-21 09-22,2026-09-18,155.0,131.75,
未分類,5314,世紀*,其他,26.0,-0.6,,4.7,09-10,2026-09-09,45.28,38.49,出場
未分類,2419,仲琦,通信網路業,29.0,-0.9,,6.3,09-21,2026-09-21,30.35,25.8,
未分類,4961,天鈺,半導體業,178.5,-1.1,,2.1,09-14,2026-09-08,178.0,151.3,
未分類,6112,邁達特,資訊服務業,48.2,-1.2,,3.7,09-14 09-18,2026-09-14,51.6,43.86,
未分類,6533,晶心科,半導體業,251.0,-1.4,,3.2,09-18,2026-09-18,269.0,228.65,
未分類,1569,濱川,電腦及週邊設備業,63.3,-1.4,,9.9,09-11 09-18 09-21 09-22,2026-09-11,49.6,48.15,
未分類,2413,環科,電子零組件業,52.2,-1.5,,2.1,09-16,2026-09-16,54.2,46.07,
未分類,2371,大同,電機機械,29.0,-1.5,,3.6,09-17,2026-09-17,29.85,25.37,
未分類,8215,明基材,光電業,27.85,-1.8,,6.4,09-21,2026-09-21,29.5,25.07,
未分類,1528,恩德,電機機械,25.65,-1.9,,3.6,09-21,2026-09-21,27.35,23.25,
未分類,6739,竹陞科技,其他電子業,1060.0,-1.9,,2.1,09-10,2026-09-10,1320.0,1122.0,出場
未分類,3441,聯一光,光電業,177.5,-1.9,,2.0,09-15,2026-09-15,170.0,144.5,
未分類,6278,台表科,光電業,209.0,-2.1,,3.0,09-22,2026-09-22,212.5,180.62,
未分類,3029,零壹,資訊服務業,118.5,-2.1,,2.2,09-18,2026-09-18,125.5,106.67,
未分類,6179,亞通,其他,35.1,-2.1,,9.0,09-10,2026-08-28,30.4,31.09,
未分類,6957,裕慶-KY,其他,295.5,-2.5,,3.8,09-16 09-17 09-21 09-22,2026-09-16,260.0,227.25,
未分類,2069,運錩,鋼鐵工業,24.9,-2.7,,3.8,09-11 09-22,2026-08-26,22.0,19.2,
未分類,2468,華經,資訊服務業,45.45,-3.0,,3.4,09-14 09-15 09-18,2026-09-14,40.95,35.14,
未分類,6706,惠特,光電業,144.0,-3.4,,2.8,09-21,2026-09-21,165.5,140.67,
未分類,4763,材料*-KY,化學工業,46.4,-3.4,,2.0,09-18,2026-09-18,51.2,43.52,
未分類,6226,光鼎,光電業,42.7,-3.4,,5.4,09-15 09-18,2026-09-15,39.85,34.28,
未分類,3219,倚強科,其他電子業,104.5,-3.7,,3.0,09-21 09-22,2026-09-21,104.5,88.83,
未分類,6133,金橋,電子零組件業,26.05,-4.2,,6.4,09-18,2026-09-18,27.45,23.33,
未分類,6668,中揚光,光電業,46.95,-5.0,,3.1,09-18,2026-09-18,49.25,41.86,
未分類,2351,順德,半導體業,226.0,-5.2,,2.1,09-14,2026-09-14,252.5,214.62,
未分類,2409,友達,光電業,34.7,-5.3,,3.6,09-21 09-22,2026-09-21,34.9,29.67,
未分類,6168,宏齊,光電業,41.2,-6.4,,4.1,09-17 09-18,2026-09-17,37.15,33.0,
未分類,00715L,期街口布蘭特正2,,60.7,-6.4,,2.5,09-11,2026-09-11,71.35,60.65,
未分類,7772,耀穎,半導體業,173.5,-7.7,,3.7,09-17 09-18 09-21 09-22,2026-09-17,148.0,141.0,
未分類,3264,欣銓,半導體業,252.0,-8.9,,3.2,09-18 09-21,2026-09-18,274.0,232.9,
