族群,代號,名稱,產業,收盤,當日漲%,今日點火,量倍數,觸發日,波段起日,進場參考,出場線,已破線
半導體元件/封裝材料,3026,禾伸堂,電子零組件業,1005.0,5.5,是,2.9,07-03 07-09,2026-07-03,1015.0,862.75,
半導體元件/封裝材料,3264,欣銓,半導體業,235.0,1.3,,2.3,07-06,2026-07-06,259.5,220.57,
半導體元件/封裝材料,6525,捷敏-KY,半導體業,199.5,0.3,,2.7,07-03,2026-06-15,130.5,165.75,
半導體元件/封裝材料,2458,義隆,半導體業,183.5,-1.3,,2.3,06-30,2026-06-18,177.0,150.45,
半導體元件/封裝材料,3413,京鼎,半導體業,334.5,-1.3,,4.4,07-07,2026-07-07,348.5,296.22,
半導體元件/封裝材料,2484,希華,電子零組件業,90.7,-1.7,,2.5,07-03,2026-07-03,98.1,83.38,
半導體元件/封裝材料,3042,晶技,電子零組件業,200.0,-2.9,,2.5,07-03,2026-07-03,250.0,212.5,出場
電子零組件/連接器,5488,松普,電子零組件業,16.2,9.8,是,5.4,07-03 07-09,2026-07-03,15.4,13.09,
電子零組件/連接器,6538,倉和,電子零組件業,136.0,9.7,,3.9,07-01,2026-06-23,133.5,113.47,
電子零組件/連接器,2483,百容,電子零組件業,68.0,6.6,,3.4,06-26,2026-06-26,55.7,52.43,
電子零組件/連接器,3015,全漢,電子零組件業,64.2,-2.4,,2.0,07-06,2026-07-06,74.0,62.9,
電子零組件/連接器,8109,博大,電子零組件業,151.0,-2.9,,19.4,07-03 07-07,2026-07-03,154.5,131.32,
電子零組件/連接器,8182,加高,電子零組件業,51.9,-3.0,,2.6,07-03,2026-07-03,59.0,50.15,
工業電腦/邊緣運算,3005,神基,電腦及週邊設備業,112.0,4.2,是,2.1,07-09,2026-07-09,明日開盤,95.2,
工業電腦/邊緣運算,2395,研華,電腦及週邊設備業,540.0,-1.1,,3.1,07-08,2026-07-08,547.0,464.95,
工業電腦/邊緣運算,2375,凱美,電子零組件業,188.5,-1.8,,2.1,07-01,2026-07-01,225.5,191.67,出場
工業電腦/邊緣運算,6414,樺漢,電腦及週邊設備業,394.0,-2.5,,2.3,07-07,2026-07-07,404.0,343.4,
工業電腦/邊緣運算,6579,研揚,電腦及週邊設備業,168.0,-2.6,,9.2,07-07,2026-07-07,181.5,154.28,
矽晶圓/化合物半導體,6182,合晶,半導體業,172.5,7.8,是,2.2,07-03 07-09,2026-06-17,119.5,129.38,
矽晶圓/化合物半導體,6488,環球晶,半導體業,1350.0,9.8,,5.1,07-06,2026-07-06,1320.0,1122.0,
矽晶圓/化合物半導體,5483,中美晶,半導體業,210.5,1.2,,2.7,07-01,2026-06-17,187.0,158.95,
半導體元件/驅動IC,5471,松翰,半導體業,67.6,7.5,是,2.6,07-09,2026-07-09,明日開盤,57.46,
半導體元件/驅動IC,6732,昇佳電子,半導體業,196.0,-1.3,,9.2,07-03 07-06,2026-07-03,202.0,171.7,
半導體元件/驅動IC,2302,麗正,半導體業,46.35,-3.6,,2.2,07-02,2026-06-17,45.17,41.55,
光電/光通訊,6477,安集,光電業,39.85,4.7,是,3.6,07-03 07-06 07-09,2026-07-03,37.5,31.88,
光電/光通訊,2466,冠西電,光電業,98.5,1.7,,3.2,07-01 07-02 07-03,2026-07-01,72.3,73.88,
塑化與化纖供應鏈,1312,國喬,塑膠工業,13.5,-1.1,,4.3,07-03,2026-07-03,15.0,12.75,
塑化與化纖供應鏈,6509,聚和,化學工業,52.2,-3.7,,2.3,07-03,2026-07-03,58.0,49.3,
塑化與化纖供應鏈,1466,聚隆,紡織纖維,16.85,-3.7,,9.6,07-02 07-07,2026-07-02,17.65,15.0,
塑化與化纖供應鏈,1717,長興,化學工業,73.8,-3.8,,6.8,07-06,2026-07-06,86.8,73.78,
塑化與化纖供應鏈,1710,東聯,化學工業,16.4,-5.2,,4.5,06-30,2026-06-30,18.0,15.3,
塑化與化纖供應鏈,1313,聯成,塑膠工業,12.5,-5.3,,4.9,07-03,2026-07-03,14.5,12.32,
塑化與化纖供應鏈,1301,台塑,塑膠工業,54.8,-5.5,,3.5,07-02 07-03,2026-06-25,56.96,48.42,
塑化與化纖供應鏈,1909,榮成,造紙工業,10.3,-5.5,,2.1,07-03,2026-07-03,10.55,8.97,
塑化與化纖供應鏈,1310,台苯,塑膠工業,10.35,-6.3,,4.4,07-03 07-06,2026-07-03,12.05,10.24,
塑化與化纖供應鏈,1326,台化,塑膠工業,60.0,-7.3,,2.6,07-03,2026-07-03,72.8,61.88,出場
塑化與化纖供應鏈,1409,新纖,紡織纖維,26.55,-9.2,,5.9,07-03 07-07,2026-07-03,34.1,28.98,出場
生技醫療,6491,晶碩,生技醫療業,375.0,0.0,,8.7,06-30 07-03,2026-06-30,348.5,296.22,
生技醫療,7799,禾榮科,生技醫療業,435.5,-1.5,,5.0,07-07,2026-06-23,430.0,365.5,
生技醫療,4147,中裕,生技醫療業,69.5,-1.8,,2.3,07-03,2026-07-03,70.0,59.5,
生技醫療,4743,合一,生技醫療業,54.2,-2.7,,6.3,07-03 07-06,2026-07-03,60.9,51.77,
生技醫療,4169,泰宗,生技醫療業,270.0,-3.2,,3.3,06-29 06-30 07-07 07-08,2026-06-22,195.5,209.25,
生技醫療,6712,長聖,生技醫療業,175.5,-4.1,,5.6,06-29 07-07,2026-06-24,152.5,137.25,
功率元件/類比IC,2472,立隆電,電子零組件業,376.0,7.1,,3.2,06-30,2026-06-30,461.5,392.27,出場
功率元件/類比IC,6173,信昌電,電子零組件業,275.0,1.4,,3.5,07-03,2026-07-03,356.14,302.72,出場
功率元件/類比IC,6257,矽格,半導體業,244.5,0.0,,2.0,07-06,2026-07-06,270.0,229.5,
功率元件/類比IC,6271,同欣電,半導體業,252.0,-1.2,,4.1,07-01,2026-06-22,268.0,227.8,
航太與造船,2645,長榮航太,航運業,240.0,1.9,,5.0,06-30 07-01 07-03 07-06,2026-06-30,188.0,180.0,
航太與造船,8033,雷虎,其他,227.0,-0.2,,4.7,06-30 07-01,2026-06-30,177.0,170.62,
航太與造船,2634,漢翔,航運業,58.0,-2.7,,3.5,06-29 06-30 07-03,2026-06-29,51.5,44.7,
航太與造船,6753,龍德造船,航運業,148.0,-3.9,,3.2,07-03,2026-07-03,160.0,136.0,
半導體設備與材料,8131,福懋科,半導體業,76.0,1.3,,3.2,07-06,2026-07-06,87.1,74.03,
半導體設備與材料,6138,茂達,半導體業,376.0,0.3,,2.8,07-02,2026-07-02,428.0,363.8,
半導體設備與材料,6435,大中,半導體業,375.0,-3.4,,3.6,06-30 07-02,2026-06-23,358.5,315.0,
電子通路與分銷,5434,崇越,電子通路業,509.0,0.0,,3.4,06-29,2026-06-29,531.0,451.35,
電子通路與分銷,3022,威強電,電腦及週邊設備業,89.0,-5.6,,2.8,07-08,2026-07-08,94.0,79.9,
電子通路與分銷,3055,蔚華科,電子通路業,158.0,-6.2,,7.3,07-01 07-02 07-03,2026-07-01,129.0,132.0,
基礎化學原料,1718,中纖,化學工業,14.2,-0.4,,2.6,06-26 06-30 07-03,2026-06-25,10.35,11.4,
基礎化學原料,6505,台塑化,油電燃氣業,58.8,-1.0,,2.4,07-02,2026-07-02,57.9,49.22,
基礎化學原料,1708,東鹼,化學工業,58.8,-2.0,,2.2,07-03,2026-07-03,64.2,54.57,
電網設備/電纜,1609,大亞,電器電纜,39.1,-1.0,,3.3,07-06,2026-07-06,43.9,37.32,
電網設備/電纜,2061,風青,電器電纜,74.7,-10.0,,2.9,07-08,2026-07-08,83.7,71.14,
車用電子/零組件,2236,百達-KY,汽車工業,176.0,0.3,,4.0,06-29 07-01 07-02 07-03,2026-06-29,149.0,138.38,
車用電子/零組件,3717,聯嘉投控,汽車工業,25.45,-7.6,,6.6,06-29 06-30 07-01,2026-06-29,25.95,22.06,
其他,7610,聯友金屬-創,綠能環保,2650.0,6.6,是,2.1,07-09,2026-07-09,明日開盤,2252.5,
其他,3558,神準,通信網路業,145.0,5.8,是,5.8,07-09,2026-07-09,明日開盤,123.25,
其他,2332,友訊,通信網路業,24.05,9.8,,2.1,07-08,2026-07-08,24.05,20.44,
其他,3004,豐達科,鋼鐵工業,153.5,5.5,,6.1,07-03 07-06,2026-07-03,157.0,133.45,
其他,6907,雅特力-KY,半導體業,195.0,3.2,,2.3,07-06,2026-07-06,190.0,161.5,
其他,3617,碩天,其他電子業,242.0,1.7,,4.0,07-08,2026-06-25,224.0,190.4,
其他,4541,晟田,其他,61.0,1.0,,5.4,07-01 07-03 07-06,2026-07-01,55.3,50.02,
其他,6901,鑽石投資,其他,20.75,-1.4,,3.2,07-08,2026-07-08,22.2,18.87,
其他,8096,擎亞,電子通路業,166.5,-1.8,,2.1,07-08,2026-07-08,169.5,144.07,
其他,5328,華容,電子零組件業,70.5,-1.8,,2.2,07-02,2026-07-02,80.1,68.08,
其他,3236,千如,電子零組件業,60.8,-1.9,,2.4,07-01,2026-06-15,72.0,61.2,出場
其他,2515,中工,建材營造,13.9,-2.1,,2.0,07-03,2026-07-03,14.5,12.32,
其他,1810,和成,玻璃陶瓷,23.85,-2.5,,3.9,07-03,2026-07-03,24.6,20.91,
其他,3416,融程電,電腦及週邊設備業,181.5,-2.9,,2.3,07-03,2026-07-03,190.5,161.92,
其他,7402,邑錡,光電業,131.0,-3.3,,5.4,07-03,2026-07-03,141.0,119.85,
其他,2630,亞航,航運業,53.9,-3.6,,6.1,07-01 07-03,2026-07-01,50.8,43.18,
其他,2352,佳世達,電腦及週邊設備業,33.0,-4.1,,3.1,07-06,2026-07-06,36.1,30.68,
其他,5371,中光電,光電業,93.2,-4.7,,4.0,06-30 07-03 07-06,2026-06-30,89.3,76.5,
其他,8261,富鼎,半導體業,325.0,-5.2,,2.5,07-02,2026-06-23,245.92,260.21,
其他,7795,長廣,電子零組件業,552.0,-6.0,,3.8,06-26 06-30 07-01,2026-06-22,468.0,499.5,
其他,6658,聯策,其他電子業,179.5,-6.5,,2.7,06-30,2026-06-30,257.0,218.45,出場
